Code,Country,Timestamp,Confirmed
E92000001,England,2020-03-17T23:59:00+00:00,1557
N92000002,Northern Ireland,2020-03-17T23:59:00+00:00,62
S92000003,Scotland,2020-03-17T23:59:00+00:00,195
W92000004,Wales,2020-03-17T23:59:00+00:00,136
