Code,UTLA,Region,Timestamp,Confirmed
E09000002,Barking and Dagenham,London,2020-04-27 16:41:58.567094+00:00,445
E09000003,Barnet,London,2020-04-27 16:41:58.567094+00:00,1161
E08000016,Barnsley,Yorkshire and The Humber,2020-04-27 16:41:58.567094+00:00,569
E06000022,Bath and North East Somerset,South West,2020-04-27 16:41:58.567094+00:00,201
E06000055,Bedford,East of England,2020-04-27 16:41:58.567094+00:00,389
E09000004,Bexley,London,2020-04-27 16:41:58.567094+00:00,592
E08000025,Birmingham,West Midlands,2020-04-27 16:41:58.567094+00:00,2705
E06000008,Blackburn with Darwen,North West,2020-04-27 16:41:58.567094+00:00,289
E06000009,Blackpool,North West,2020-04-27 16:41:58.567094+00:00,377
E08000001,Bolton,North West,2020-04-27 16:41:58.567094+00:00,711
E06000058,"Bournemouth, Christchurch and Poole",South West,2020-04-27 16:41:58.567094+00:00,391
E06000036,Bracknell Forest,South East,2020-04-27 16:41:58.567094+00:00,200
E08000032,Bradford,Yorkshire and The Humber,2020-04-27 16:41:58.567094+00:00,768
E09000005,Brent,London,2020-04-27 16:41:58.567094+00:00,1320
E06000043,Brighton and Hove,South East,2020-04-27 16:41:58.567094+00:00,345
E06000023,"Bristol, City of",South West,2020-04-27 16:41:58.567094+00:00,576
E09000006,Bromley,London,2020-04-27 16:41:58.567094+00:00,1007
E10000002,Buckinghamshire,South East,2020-04-27 16:41:58.567094+00:00,765
E08000002,Bury,North West,2020-04-27 16:41:58.567094+00:00,425
E08000033,Calderdale,Yorkshire and The Humber,2020-04-27 16:41:58.567094+00:00,229
E10000003,Cambridgeshire,East of England,2020-04-27 16:41:58.567094+00:00,673
E09000007,Camden,London,2020-04-27 16:41:58.567094+00:00,563
E06000056,Central Bedfordshire,East of England,2020-04-27 16:41:58.567094+00:00,451
E06000049,Cheshire East,North West,2020-04-27 16:41:58.567094+00:00,782
E06000050,Cheshire West and Chester,North West,2020-04-27 16:41:58.567094+00:00,725
E09000001,City of London,London,2020-04-27 16:41:58.567094+00:00,16
E06000052,Cornwall and Isles of Scilly,South West,2020-04-27 16:41:58.567094+00:00,464
E06000047,County Durham,North East,2020-04-27 16:41:58.567094+00:00,1233
E08000026,Coventry,West Midlands,2020-04-27 16:41:58.567094+00:00,629
E09000008,Croydon,London,2020-04-27 16:41:58.567094+00:00,1325
E10000006,Cumbria,North West,2020-04-27 16:41:58.567094+00:00,1734
E06000005,Darlington,North East,2020-04-27 16:41:58.567094+00:00,239
E06000015,Derby,East Midlands,2020-04-27 16:41:58.567094+00:00,451
E10000007,Derbyshire,East Midlands,2020-04-27 16:41:58.567094+00:00,1100
E10000008,Devon,South West,2020-04-27 16:41:58.567094+00:00,652
E08000017,Doncaster,Yorkshire and The Humber,2020-04-27 16:41:58.567094+00:00,391
E06000059,Dorset,South West,2020-04-27 16:41:58.567094+00:00,297
E08000027,Dudley,West Midlands,2020-04-27 16:41:58.567094+00:00,691
E09000009,Ealing,London,2020-04-27 16:41:58.567094+00:00,1014
E06000011,East Riding of Yorkshire,Yorkshire and The Humber,2020-04-27 16:41:58.567094+00:00,501
E10000011,East Sussex,South East,2020-04-27 16:41:58.567094+00:00,521
E09000010,Enfield,London,2020-04-27 16:41:58.567094+00:00,809
E10000012,Essex,East of England,2020-04-27 16:41:58.567094+00:00,2320
E08000037,Gateshead,North East,2020-04-27 16:41:58.567094+00:00,750
E10000013,Gloucestershire,South West,2020-04-27 16:41:58.567094+00:00,1112
E09000011,Greenwich,London,2020-04-27 16:41:58.567094+00:00,611
E09000012,Hackney,London,2020-04-27 16:41:58.567094+00:00,596
E06000006,Halton,North West,2020-04-27 16:41:58.567094+00:00,301
E09000013,Hammersmith and Fulham,London,2020-04-27 16:41:58.567094+00:00,599
E10000014,Hampshire,South East,2020-04-27 16:41:58.567094+00:00,2624
E09000014,Haringey,London,2020-04-27 16:41:58.567094+00:00,531
E09000015,Harrow,London,2020-04-27 16:41:58.567094+00:00,869
E06000001,Hartlepool,North East,2020-04-27 16:41:58.567094+00:00,165
E09000016,Havering,London,2020-04-27 16:41:58.567094+00:00,616
E06000019,"Herefordshire, County of",West Midlands,2020-04-27 16:41:58.567094+00:00,244
E10000015,Hertfordshire,East of England,2020-04-27 16:41:58.567094+00:00,2141
E09000017,Hillingdon,London,2020-04-27 16:41:58.567094+00:00,701
E09000018,Hounslow,London,2020-04-27 16:41:58.567094+00:00,626
E06000046,Isle of Wight,South East,2020-04-27 16:41:58.567094+00:00,103
E09000019,Islington,London,2020-04-27 16:41:58.567094+00:00,401
E09000020,Kensington and Chelsea,London,2020-04-27 16:41:58.567094+00:00,451
E10000016,Kent,South East,2020-04-27 16:41:58.567094+00:00,3232
E06000010,"Kingston upon Hull, City of",Yorkshire and The Humber,2020-04-27 16:41:58.567094+00:00,396
E09000021,Kingston upon Thames,London,2020-04-27 16:41:58.567094+00:00,427
E08000034,Kirklees,Yorkshire and The Humber,2020-04-27 16:41:58.567094+00:00,521
E08000011,Knowsley,North West,2020-04-27 16:41:58.567094+00:00,496
E09000022,Lambeth,London,2020-04-27 16:41:58.567094+00:00,1110
E10000017,Lancashire,North West,2020-04-27 16:41:58.567094+00:00,2585
E08000035,Leeds,Yorkshire and The Humber,2020-04-27 16:41:58.567094+00:00,1273
