Code,Country,Timestamp,Confirmed,Deaths
E92000001,England,2022-03-23 23:59:00+00:00,17277446,142546
N92000002,Northern Ireland,2022-03-23 23:59:00+00:00,673963,3285
S92000003,Scotland,2022-03-23 23:59:00+00:00,1717534,11202
W92000004,Wales,2022-03-23 23:59:00+00:00,847055,7090
