Code,Country,Timestamp,Confirmed,Deaths
S92000003,Scotland,2020-06-15 13:32:33.762391+00:00,15687,2448
E92000001,England,2020-06-15 13:32:33.762391+00:00,157293,37299
N92000002,Northern Ireland,2020-06-15 13:32:33.762391+00:00,4852,541
W92000004,Wales,2020-06-15 13:32:33.762391+00:00,14804,1448
