Code,Country,Timestamp,Confirmed,Deaths
E92000001,England,2020-03-29T23:59:00+01:00,16487,1125
N92000002,Northern Ireland,2020-03-29T23:59:00+01:00,410,15
S92000003,Scotland,2020-03-29T23:59:00+01:00,1384,40
W92000004,Wales,2020-03-29T23:59:00+01:00,1241,48
