Code,UTLA,Region,Timestamp,Confirmed
E09000002,Barking and Dagenham,London,2020-04-04T23:59:00+01:00,183
E09000003,Barnet,London,2020-04-04T23:59:00+01:00,589
E08000016,Barnsley,Yorkshire and The Humber,2020-04-04T23:59:00+01:00,158
E06000022,Bath and North East Somerset,South West,2020-04-04T23:59:00+01:00,58
E06000055,Bedford,East of England,2020-04-04T23:59:00+01:00,83
E09000004,Bexley,London,2020-04-04T23:59:00+01:00,221
E08000025,Birmingham,West Midlands,2020-04-04T23:59:00+01:00,1138
E06000008,Blackburn with Darwen,North West,2020-04-04T23:59:00+01:00,52
E06000009,Blackpool,North West,2020-04-04T23:59:00+01:00,50
E08000001,Bolton,North West,2020-04-04T23:59:00+01:00,109
E06000058,"Bournemouth, Christchurch and Poole"," Christchurch and Poole"",South West",2020-04-04T23:59:00+01:00,83
E06000036,Bracknell Forest,South East,2020-04-04T23:59:00+01:00,45
E08000032,Bradford,Yorkshire and The Humber,2020-04-04T23:59:00+01:00,170
E09000005,Brent,London,2020-04-04T23:59:00+01:00,663
E06000043,Brighton and Hove,South East,2020-04-04T23:59:00+01:00,73
E06000023,"Bristol, City of"," City of"",South West",2020-04-04T23:59:00+01:00,166
E09000006,Bromley,London,2020-04-04T23:59:00+01:00,434
E10000002,Buckinghamshire,South East,2020-04-04T23:59:00+01:00,255
E08000002,Bury,North West,2020-04-04T23:59:00+01:00,104
E08000033,Calderdale,Yorkshire and The Humber,2020-04-04T23:59:00+01:00,69
E10000003,Cambridgeshire,East of England,2020-04-04T23:59:00+01:00,191
E09000007,Camden,London,2020-04-04T23:59:00+01:00,263
E06000056,Central Bedfordshire,East of England,2020-04-04T23:59:00+01:00,116
E06000049,Cheshire East,North West,2020-04-04T23:59:00+01:00,144
E06000050,Cheshire West and Chester,North West,2020-04-04T23:59:00+01:00,149
E06000052,Cornwall and Isles of Scilly,South West,2020-04-04T23:59:00+01:00,149
E06000047,County Durham,North East,2020-04-04T23:59:00+01:00,199
E08000026,Coventry,West Midlands,2020-04-04T23:59:00+01:00,215
E09000008,Croydon,London,2020-04-04T23:59:00+01:00,515
E10000006,Cumbria,North West,2020-04-04T23:59:00+01:00,629
E06000005,Darlington,North East,2020-04-04T23:59:00+01:00,32
E06000015,Derby,East Midlands,2020-04-04T23:59:00+01:00,194
E10000007,Derbyshire,East Midlands,2020-04-04T23:59:00+01:00,398
E10000008,Devon,South West,2020-04-04T23:59:00+01:00,181
E08000017,Doncaster,Yorkshire and The Humber,2020-04-04T23:59:00+01:00,117
E06000059,Dorset,South West,2020-04-04T23:59:00+01:00,91
E08000027,Dudley,West Midlands,2020-04-04T23:59:00+01:00,249
E09000009,Ealing,London,2020-04-04T23:59:00+01:00,445
E06000011,East Riding of Yorkshire,Yorkshire and The Humber,2020-04-04T23:59:00+01:00,78
E10000011,East Sussex,South East,2020-04-04T23:59:00+01:00,132
E09000010,Enfield,London,2020-04-04T23:59:00+01:00,300
E10000012,Essex,East of England,2020-04-04T23:59:00+01:00,597
E08000037,Gateshead,North East,2020-04-04T23:59:00+01:00,108
E10000013,Gloucestershire,South West,2020-04-04T23:59:00+01:00,258
E09000011,Greenwich,London,2020-04-04T23:59:00+01:00,283
E09000012,Hackney and City of London,London,2020-04-04T23:59:00+01:00,304
E06000006,Halton,North West,2020-04-04T23:59:00+01:00,61
E09000013,Hammersmith and Fulham,London,2020-04-04T23:59:00+01:00,230
E10000014,Hampshire,South East,2020-04-04T23:59:00+01:00,809
E09000014,Haringey,London,2020-04-04T23:59:00+01:00,246
E09000015,Harrow,London,2020-04-04T23:59:00+01:00,422
E06000001,Hartlepool,North East,2020-04-04T23:59:00+01:00,23
E09000016,Havering,London,2020-04-04T23:59:00+01:00,194
E06000019,"Herefordshire, County of"," County of"",West Midlands",2020-04-04T23:59:00+01:00,57
E10000015,Hertfordshire,East of England,2020-04-04T23:59:00+01:00,692
E09000017,Hillingdon,London,2020-04-04T23:59:00+01:00,295
E09000018,Hounslow,London,2020-04-04T23:59:00+01:00,285
E06000046,Isle of Wight,South East,2020-04-04T23:59:00+01:00,25
