Code,Country,Timestamp,Confirmed,Deaths
E92000001,England,2020-12-27 23:59:00+00:00,1963217,61697
N92000002,Northern Ireland,2020-12-27 23:59:00+00:00,65562,1271
S92000003,Scotland,2020-12-27 23:59:00+00:00,119924,4416
W92000004,Wales,2020-12-27 23:59:00+00:00,139642,3368
