Code,Country,Timestamp,Confirmed
E92000001,England,2020-03-09T23:59:00+00:00,280
N92000002,Northern Ireland,2020-03-09T23:59:00+00:00,0
S92000003,Scotland,2020-03-09T23:59:00+00:00,0
W92000004,Wales,2020-03-09T23:59:00+00:00,0
