Code,Country,Timestamp,Confirmed
E92000001,England,2020-03-19T23:59:00+00:00,2756
N92000002,Northern Ireland,2020-03-19T23:59:00+00:00,77
S92000003,Scotland,2020-03-19T23:59:00+00:00,266
W92000004,Wales,2020-03-19T23:59:00+00:00,170
