Code,Country,Timestamp,Confirmed,Deaths
E92000001,England,2021-08-15 23:59:00+01:00,5475833,115035
N92000002,Northern Ireland,2021-08-15 23:59:00+01:00,175597,2248
S92000003,Scotland,2021-08-15 23:59:00+01:00,363860,8032
W92000004,Wales,2021-08-15 23:59:00+01:00,252147,5638
