Code,Country,Timestamp,Confirmed
E92000001,England,2020-03-20T23:59:00+00:00,3384
N92000002,Northern Ireland,2020-03-20T23:59:00+00:00,86
S92000003,Scotland,2020-03-20T23:59:00+00:00,322
W92000004,Wales,2020-03-20T23:59:00+00:00,191
