Code,Country,Timestamp,Confirmed,Deaths
E92000001,England,2021-07-16 23:59:00+01:00,4640922,113104
N92000002,Northern Ireland,2021-07-16 23:59:00+01:00,136607,2159
S92000003,Scotland,2021-07-16 23:59:00+01:00,325335,7796
W92000004,Wales,2021-07-16 23:59:00+01:00,229507,5583
