Code,Country,Timestamp,Confirmed,Deaths
E92000001,England,2021-07-07 23:59:00+01:00,4334634,112827
N92000002,Northern Ireland,2021-07-07 23:59:00+01:00,130187,2156
S92000003,Scotland,2021-07-07 23:59:00+01:00,303647,7740
W92000004,Wales,2021-07-07 23:59:00+01:00,222448,5578
