Code,Country,Timestamp,Confirmed,Deaths
E92000001,England,2020-12-14 23:59:00+00:00,1602174,56280
N92000002,Northern Ireland,2020-12-14 23:59:00+00:00,58635,1129
S92000003,Scotland,2020-12-14 23:59:00+00:00,106904,4111
W92000004,Wales,2020-12-14 23:59:00+00:00,101953,2882
