Code,Country,Timestamp,Confirmed,Deaths
E92000001,England,2022-04-01 23:59:00+01:00,17864687,143600
N92000002,Northern Ireland,2022-04-01 23:59:00+01:00,688062,3329
S92000003,Scotland,2022-04-01 23:59:00+01:00,1800581,11469
W92000004,Wales,2022-04-01 23:59:00+01:00,863544,7172
