Code,UTLA,Region,Timestamp,Confirmed
E09000002,Barking and Dagenham,London,2020-06-12 13:05:28.590885+00:00,501
E09000003,Barnet,London,2020-06-12 13:05:28.590885+00:00,1306
E08000025,Birmingham,West Midlands,2020-06-12 13:05:28.590885+00:00,3305
E08000001,Bolton,North West,2020-06-12 13:05:28.590885+00:00,1039
E09000005,Brent,London,2020-06-12 13:05:28.590885+00:00,1487
E09000007,Camden,London,2020-06-12 13:05:28.590885+00:00,632
E06000056,Central Bedfordshire,East of England,2020-06-12 13:05:28.590885+00:00,697
E06000050,Cheshire West and Chester,North West,2020-06-12 13:05:28.590885+00:00,1198
E06000005,Darlington,North East,2020-06-12 13:05:28.590885+00:00,401
E09000009,Ealing,London,2020-06-12 13:05:28.590885+00:00,1217
E09000015,Harrow,London,2020-06-12 13:05:28.590885+00:00,1045
E06000010,"Kingston upon Hull, City of",Yorkshire and The Humber,2020-06-12 13:05:28.590885+00:00,770
E10000017,Lancashire,North West,2020-06-12 13:05:28.590885+00:00,3760
E08000035,Leeds,Yorkshire and The Humber,2020-06-12 13:05:28.590885+00:00,1874
E09000023,Lewisham,London,2020-06-12 13:05:28.590885+00:00,997
E08000012,Liverpool,North West,2020-06-12 13:05:28.590885+00:00,1659
E06000002,Middlesbrough,North East,2020-06-12 13:05:28.590885+00:00,689
E06000042,Milton Keynes,South East,2020-06-12 13:05:28.590885+00:00,513
E10000023,North Yorkshire,Yorkshire and The Humber,2020-06-12 13:05:28.590885+00:00,1330
E06000018,Nottingham,East Midlands,2020-06-12 13:05:28.590885+00:00,619
E06000026,Plymouth,South West,2020-06-12 13:05:28.590885+00:00,367
E06000038,Reading,South East,2020-06-12 13:05:28.590885+00:00,592
E08000006,Salford,North West,2020-06-12 13:05:28.590885+00:00,960
E08000014,Sefton,North West,2020-06-12 13:05:28.590885+00:00,957
E06000051,Shropshire,West Midlands,2020-06-12 13:05:28.590885+00:00,829
E06000039,Slough,South East,2020-06-12 13:05:28.590885+00:00,458
E10000027,Somerset,South West,2020-06-12 13:05:28.590885+00:00,789
E08000007,Stockport,North West,2020-06-12 13:05:28.590885+00:00,1064
E06000004,Stockton-on-Tees,North East,2020-06-12 13:05:28.590885+00:00,626
E08000024,Sunderland,North East,2020-06-12 13:05:28.590885+00:00,1386
E06000007,Warrington,North West,2020-06-12 13:05:28.590885+00:00,789
E10000032,West Sussex,South East,2020-06-12 13:05:28.590885+00:00,1348
E06000054,Wiltshire,South West,2020-06-12 13:05:28.590885+00:00,543
E06000040,Windsor and Maidenhead,South East,2020-06-12 13:05:28.590885+00:00,302
E08000015,Wirral,North West,2020-06-12 13:05:28.590885+00:00,1331
E06000055,Bedford,East of England,2020-06-12 13:05:28.590885+00:00,716
E06000058,"Bournemouth, Christchurch and Poole",South West,2020-06-12 13:05:28.590885+00:00,486
E06000036,Bracknell Forest,South East,2020-06-12 13:05:28.590885+00:00,260
E06000023,"Bristol, City of",South West,2020-06-12 13:05:28.590885+00:00,715
E10000002,Buckinghamshire,South East,2020-06-12 13:05:28.590885+00:00,1031
E06000049,Cheshire East,North West,2020-06-12 13:05:28.590885+00:00,1287
E09000001,City of London,London,2020-06-12 13:05:28.590885+00:00,18
E06000052,Cornwall and Isles of Scilly,South West,2020-06-12 13:05:28.590885+00:00,588
E09000008,Croydon,London,2020-06-12 13:05:28.590885+00:00,1518
E10000008,Devon,South West,2020-06-12 13:05:28.590885+00:00,824
E06000011,East Riding of Yorkshire,Yorkshire and The Humber,2020-06-12 13:05:28.590885+00:00,945
E10000011,East Sussex,South East,2020-06-12 13:05:28.590885+00:00,737
E09000011,Greenwich,London,2020-06-12 13:05:28.590885+00:00,707
