Code,Country,Timestamp,Confirmed
E92000001,England,2020-03-22T23:59:00+00:00,4792
N92000002,Northern Ireland,2020-03-22T23:59:00+00:00,128
S92000003,Scotland,2020-03-22T23:59:00+00:00,416
W92000004,Wales,2020-03-22T23:59:00+00:00,347
