Code,Country,Timestamp,Confirmed
E92000001,England,2020-03-11T23:59:00+00:00,387
N92000002,Northern Ireland,2020-03-11T23:59:00+00:00,18
S92000003,Scotland,2020-03-11T23:59:00+00:00,36
W92000004,Wales,2020-03-11T23:59:00+00:00,15
