Code,Country,Timestamp,Confirmed,Deaths
E92000001,England,2021-06-19 23:59:00+01:00,4028664,112551
N92000002,Northern Ireland,2021-06-19 23:59:00+01:00,124639,2155
S92000003,Scotland,2021-06-19 23:59:00+01:00,253120,7692
W92000004,Wales,2021-06-19 23:59:00+01:00,214545,5572
