Code,UTLA,Region,Timestamp,Confirmed,Deaths,Backdated
E06000001,Hartlepool,North East,2020-08-31 23:59:00+01:00,662,,C
E06000002,Middlesbrough,North East,2020-08-31 23:59:00+01:00,1123,,C
E06000003,Redcar and Cleveland,North East,2020-08-31 23:59:00+01:00,768,,C
E06000004,Stockton-on-Tees,North East,2020-08-31 23:59:00+01:00,1051,,C
E06000005,Darlington,North East,2020-08-31 23:59:00+01:00,631,,C
E06000006,Halton,North West,2020-08-31 23:59:00+01:00,747,,C
E06000007,Warrington,North West,2020-08-31 23:59:00+01:00,1440,,C
E06000008,Blackburn with Darwen,North West,2020-08-31 23:59:00+01:00,1868,,C
E06000009,Blackpool,North West,2020-08-31 23:59:00+01:00,1106,,C
E06000010,"Kingston upon Hull, City of",Yorkshire and The Humber,2020-08-31 23:59:00+01:00,1619,,C
E06000011,East Riding of Yorkshire,Yorkshire and The Humber,2020-08-31 23:59:00+01:00,1716,,C
E06000012,North East Lincolnshire,Yorkshire and The Humber,2020-08-31 23:59:00+01:00,243,,C
E06000013,North Lincolnshire,Yorkshire and The Humber,2020-08-31 23:59:00+01:00,768,,C
E06000014,York,Yorkshire and The Humber,2020-08-31 23:59:00+01:00,976,,C
E06000015,Derby,East Midlands,2020-08-31 23:59:00+01:00,1430,,C
E06000016,Leicester,East Midlands,2020-08-31 23:59:00+01:00,5756,,C
E06000017,Rutland,East Midlands,2020-08-31 23:59:00+01:00,116,,C
E06000018,Nottingham,East Midlands,2020-08-31 23:59:00+01:00,1371,,C
E06000019,"Herefordshire, County of",West Midlands,2020-08-31 23:59:00+01:00,920,,C
E06000020,Telford and Wrekin,West Midlands,2020-08-31 23:59:00+01:00,693,,C
E06000021,Stoke-on-Trent,West Midlands,2020-08-31 23:59:00+01:00,1714,,C
E06000022,Bath and North East Somerset,South West,2020-08-31 23:59:00+01:00,417,,C
E06000023,"Bristol, City of",South West,2020-08-31 23:59:00+01:00,1516,,C
E06000024,North Somerset,South West,2020-08-31 23:59:00+01:00,961,,C
E06000025,South Gloucestershire,South West,2020-08-31 23:59:00+01:00,846,,C
E06000026,Plymouth,South West,2020-08-31 23:59:00+01:00,747,,C
E06000027,Torbay,South West,2020-08-31 23:59:00+01:00,304,,C
E06000030,Swindon,South West,2020-08-31 23:59:00+01:00,1272,,C
E06000031,Peterborough,East of England,2020-08-31 23:59:00+01:00,1629,,C
E06000032,Luton,East of England,2020-08-31 23:59:00+01:00,1742,,C
E06000033,Southend-on-Sea,East of England,2020-08-31 23:59:00+01:00,762,,C
E06000034,Thurrock,East of England,2020-08-31 23:59:00+01:00,625,,C
E06000035,Medway,South East,2020-08-31 23:59:00+01:00,1133,,C
E06000036,Bracknell Forest,South East,2020-08-31 23:59:00+01:00,416,,C
E06000037,West Berkshire,South East,2020-08-31 23:59:00+01:00,537,,C
E06000038,Reading,South East,2020-08-31 23:59:00+01:00,868,,C
E06000039,Slough,South East,2020-08-31 23:59:00+01:00,770,,C
E06000040,Windsor and Maidenhead,South East,2020-08-31 23:59:00+01:00,506,,C
E06000041,Wokingham,South East,2020-08-31 23:59:00+01:00,647,,C
E06000042,Milton Keynes,South East,2020-08-31 23:59:00+01:00,979,,C
E06000043,Brighton and Hove,South East,2020-08-31 23:59:00+01:00,891,,C
E06000044,Portsmouth,South East,2020-08-31 23:59:00+01:00,556,,C
E06000045,Southampton,South East,2020-08-31 23:59:00+01:00,1022,,C
E06000046,Isle of Wight,South East,2020-08-31 23:59:00+01:00,433,,C
E06000047,County Durham,North East,2020-08-31 23:59:00+01:00,3547,,C
E06000049,Cheshire East,North West,2020-08-31 23:59:00+01:00,2408,,C
E06000050,Cheshire West and Chester,North West,2020-08-31 23:59:00+01:00,2161,,C
E06000051,Shropshire,West Midlands,2020-08-31 23:59:00+01:00,1532,,C
E06000052,Cornwall and Isles of Scilly,South West,2020-08-31 23:59:00+01:00,991,,C
E06000054,Wiltshire,South West,2020-08-31 23:59:00+01:00,1405,,C
E06000055,Bedford,East of England,2020-08-31 23:59:00+01:00,1458,,C
E06000056,Central Bedfordshire,East of England,2020-08-31 23:59:00+01:00,1367,,C
E06000057,Northumberland,North East,2020-08-31 23:59:00+01:00,1692,,C
E06000058,"Bournemouth, Christchurch and Poole",South West,2020-08-31 23:59:00+01:00,907,,C
E06000059,Dorset,South West,2020-08-31 23:59:00+01:00,665,,C
E08000001,Bolton,North West,2020-08-31 23:59:00+01:00,2473,,C
E08000002,Bury,North West,2020-08-31 23:59:00+01:00,1612,,C
E08000003,Manchester,North West,2020-08-31 23:59:00+01:00,4378,,C
E08000004,Oldham,North West,2020-08-31 23:59:00+01:00,2978,,C
E08000005,Rochdale,North West,2020-08-31 23:59:00+01:00,2299,,C
E08000006,Salford,North West,2020-08-31 23:59:00+01:00,1857,,C
E08000007,Stockport,North West,2020-08-31 23:59:00+01:00,2004,,C
E08000008,Tameside,North West,2020-08-31 23:59:00+01:00,1969,,C
E08000009,Trafford,North West,2020-08-31 23:59:00+01:00,1723,,C
E08000010,Wigan,North West,2020-08-31 23:59:00+01:00,2341,,C
E08000011,Knowsley,North West,2020-08-31 23:59:00+01:00,1087,,C
E08000012,Liverpool,North West,2020-08-31 23:59:00+01:00,2911,,C
E08000013,St. Helens,North West,2020-08-31 23:59:00+01:00,1293,,C
E08000014,Sefton,North West,2020-08-31 23:59:00+01:00,1717,,C
E08000015,Wirral,North West,2020-08-31 23:59:00+01:00,2260,,C
E08000016,Barnsley,Yorkshire and The Humber,2020-08-31 23:59:00+01:00,2141,,C
E08000017,Doncaster,Yorkshire and The Humber,2020-08-31 23:59:00+01:00,2082,,C
E08000018,Rotherham,Yorkshire and The Humber,2020-08-31 23:59:00+01:00,2194,,C
E08000019,Sheffield,Yorkshire and The Humber,2020-08-31 23:59:00+01:00,4741,,C
E08000021,Newcastle upon Tyne,North East,2020-08-31 23:59:00+01:00,1722,,C
E08000022,North Tyneside,North East,2020-08-31 23:59:00+01:00,992,,C
E08000023,South Tyneside,North East,2020-08-31 23:59:00+01:00,1070,,C
E08000024,Sunderland,North East,2020-08-31 23:59:00+01:00,1880,,C
E08000025,Birmingham,West Midlands,2020-08-31 23:59:00+01:00,6636,,C
E08000026,Coventry,West Midlands,2020-08-31 23:59:00+01:00,1714,,C
E08000027,Dudley,West Midlands,2020-08-31 23:59:00+01:00,1442,,C
E08000028,Sandwell,West Midlands,2020-08-31 23:59:00+01:00,2232,,C
E08000029,Solihull,West Midlands,2020-08-31 23:59:00+01:00,1020,,C
E08000030,Walsall,West Midlands,2020-08-31 23:59:00+01:00,1698,,C
E08000031,Wolverhampton,West Midlands,2020-08-31 23:59:00+01:00,1644,,C
E08000032,Bradford,Yorkshire and The Humber,2020-08-31 23:59:00+01:00,6386,,C
E08000033,Calderdale,Yorkshire and The Humber,2020-08-31 23:59:00+01:00,1209,,C
E08000034,Kirklees,Yorkshire and The Humber,2020-08-31 23:59:00+01:00,3064,,C
E08000035,Leeds,Yorkshire and The Humber,2020-08-31 23:59:00+01:00,4628,,C
E08000036,Wakefield,Yorkshire and The Humber,2020-08-31 23:59:00+01:00,2132,,C
