Code,Country,Timestamp,Confirmed,Deaths
E92000001,England,2021-11-30 23:59:00+00:00,8673344,126117
N92000002,Northern Ireland,2021-11-30 23:59:00+00:00,318947,2875
S92000003,Scotland,2021-11-30 23:59:00+00:00,727549,9572
W92000004,Wales,2021-11-30 23:59:00+00:00,508932,6405
