Code,UTLA,Region,Timestamp,Confirmed
E09000002,Barking and Dagenham,London,2020-07-11 15:20:20.938429+00:00,712
E09000003,Barnet,London,2020-07-11 15:20:20.938429+00:00,1597
E08000025,Birmingham,West Midlands,2020-07-11 15:20:20.938429+00:00,4840
E08000001,Bolton,North West,2020-07-11 15:20:20.938429+00:00,1852
E09000005,Brent,London,2020-07-11 15:20:20.938429+00:00,1743
E09000007,Camden,London,2020-07-11 15:20:20.938429+00:00,703
E06000056,Central Bedfordshire,East of England,2020-07-11 15:20:20.938429+00:00,1229
E06000050,Cheshire West and Chester,North West,2020-07-11 15:20:20.938429+00:00,1971
E06000005,Darlington,North East,2020-07-11 15:20:20.938429+00:00,602
E09000009,Ealing,London,2020-07-11 15:20:20.938429+00:00,1562
E09000015,Harrow,London,2020-07-11 15:20:20.938429+00:00,1286
E06000010,"Kingston upon Hull, City of",Yorkshire and The Humber,2020-07-11 15:20:20.938429+00:00,1540
E10000017,Lancashire,North West,2020-07-11 15:20:20.938429+00:00,6729
E08000035,Leeds,Yorkshire and The Humber,2020-07-11 15:20:20.938429+00:00,3641
E09000023,Lewisham,London,2020-07-11 15:20:20.938429+00:00,1198
E08000012,Liverpool,North West,2020-07-11 15:20:20.938429+00:00,2458
E06000002,Middlesbrough,North East,2020-07-11 15:20:20.938429+00:00,954
E06000042,Milton Keynes,South East,2020-07-11 15:20:20.938429+00:00,857
E10000023,North Yorkshire,Yorkshire and The Humber,2020-07-11 15:20:20.938429+00:00,2528
E06000018,Nottingham,East Midlands,2020-07-11 15:20:20.938429+00:00,1178
E06000026,Plymouth,South West,2020-07-11 15:20:20.938429+00:00,661
E06000038,Reading,South East,2020-07-11 15:20:20.938429+00:00,772
E08000006,Salford,North West,2020-07-11 15:20:20.938429+00:00,1338
E08000014,Sefton,North West,2020-07-11 15:20:20.938429+00:00,1513
E06000051,Shropshire,West Midlands,2020-07-11 15:20:20.938429+00:00,1405
E06000039,Slough,South East,2020-07-11 15:20:20.938429+00:00,643
E10000027,Somerset,South West,2020-07-11 15:20:20.938429+00:00,1287
E08000007,Stockport,North West,2020-07-11 15:20:20.938429+00:00,1634
E06000004,Stockton-on-Tees,North East,2020-07-11 15:20:20.938429+00:00,964
E08000024,Sunderland,North East,2020-07-11 15:20:20.938429+00:00,1767
E06000007,Warrington,North West,2020-07-11 15:20:20.938429+00:00,1316
E10000032,West Sussex,South East,2020-07-11 15:20:20.938429+00:00,2706
E06000054,Wiltshire,South West,2020-07-11 15:20:20.938429+00:00,1248
E06000040,Windsor and Maidenhead,South East,2020-07-11 15:20:20.938429+00:00,401
E08000015,Wirral,North West,2020-07-11 15:20:20.938429+00:00,2034
E06000055,Bedford,East of England,2020-07-11 15:20:20.938429+00:00,1268
E06000058,"Bournemouth, Christchurch and Poole",South West,2020-07-11 15:20:20.938429+00:00,814
E06000036,Bracknell Forest,South East,2020-07-11 15:20:20.938429+00:00,381
E06000023,"Bristol, City of",South West,2020-07-11 15:20:20.938429+00:00,1290
E10000002,Buckinghamshire,South East,2020-07-11 15:20:20.938429+00:00,1691
E06000049,Cheshire East,North West,2020-07-11 15:20:20.938429+00:00,2200
E06000052,Cornwall and Isles of Scilly,South West,2020-07-11 15:20:20.938429+00:00,896
E09000008,Croydon,London,2020-07-11 15:20:20.938429+00:00,1855
E10000008,Devon,South West,2020-07-11 15:20:20.938429+00:00,1200
E06000011,East Riding of Yorkshire,Yorkshire and The Humber,2020-07-11 15:20:20.938429+00:00,1643
E10000011,East Sussex,South East,2020-07-11 15:20:20.938429+00:00,1518
E09000011,Greenwich,London,2020-07-11 15:20:20.938429+00:00,953
E09000014,Haringey,London,2020-07-11 15:20:20.938429+00:00,752
E06000001,Hartlepool,North East,2020-07-11 15:20:20.938429+00:00,593
E09000016,Havering,London,2020-07-11 15:20:20.938429+00:00,943
E06000019,"Herefordshire, County of",West Midlands,2020-07-11 15:20:20.938429+00:00,809
E09000017,Hillingdon,London,2020-07-11 15:20:20.938429+00:00,1107
E09000020,Kensington and Chelsea,London,2020-07-11 15:20:20.938429+00:00,557
E08000034,Kirklees,Yorkshire and The Humber,2020-07-11 15:20:20.938429+00:00,2115
E06000016,Leicester,East Midlands,2020-07-11 15:20:20.938429+00:00,4198
E09000024,Merton,London,2020-07-11 15:20:20.938429+00:00,938
E09000025,Newham,London,2020-07-11 15:20:20.938429+00:00,1274
E10000020,Norfolk,East of England,2020-07-11 15:20:20.938429+00:00,2857
E08000022,North Tyneside,North East,2020-07-11 15:20:20.938429+00:00,916
E10000021,Northamptonshire,East Midlands,2020-07-11 15:20:20.938429+00:00,3235
E08000004,Oldham,North West,2020-07-11 15:20:20.938429+00:00,1873
E06000003,Redcar and Cleveland,North East,2020-07-11 15:20:20.938429+00:00,701
E06000017,Rutland,East Midlands,2020-07-11 15:20:20.938429+00:00,91
E08000029,Solihull,West Midlands,2020-07-11 15:20:20.938429+00:00,889
E09000028,Southwark,London,2020-07-11 15:20:20.938429+00:00,1446
E08000013,St. Helens,North West,2020-07-11 15:20:20.938429+00:00,1196
E10000029,Suffolk,East of England,2020-07-11 15:20:20.938429+00:00,2626
E06000034,Thurrock,East of England,2020-07-11 15:20:20.938429+00:00,547
E09000030,Tower Hamlets,London,2020-07-11 15:20:20.938429+00:00,816
E09000031,Waltham Forest,London,2020-07-11 15:20:20.938429+00:00,1017
E09000033,Westminster,London,2020-07-11 15:20:20.938429+00:00,777
E06000041,Wokingham,South East,2020-07-11 15:20:20.938429+00:00,592
E09000004,Bexley,London,2020-07-11 15:20:20.938429+00:00,1058
E06000008,Blackburn with Darwen,North West,2020-07-11 15:20:20.938429+00:00,1054
E06000009,Blackpool,North West,2020-07-11 15:20:20.938429+00:00,1025
E08000032,Bradford,Yorkshire and The Humber,2020-07-11 15:20:20.938429+00:00,4331
E06000043,Brighton and Hove,South East,2020-07-11 15:20:20.938429+00:00,773
E10000003,Cambridgeshire,East of England,2020-07-11 15:20:20.938429+00:00,2217
E06000047,County Durham,North East,2020-07-11 15:20:20.938429+00:00,3316
E08000026,Coventry,West Midlands,2020-07-11 15:20:20.938429+00:00,1332
E10000006,Cumbria,North West,2020-07-11 15:20:20.938429+00:00,2694
E06000015,Derby,East Midlands,2020-07-11 15:20:20.938429+00:00,1289
E08000017,Doncaster,Yorkshire and The Humber,2020-07-11 15:20:20.938429+00:00,1991
E08000027,Dudley,West Midlands,2020-07-11 15:20:20.938429+00:00,1306
E08000037,Gateshead,North East,2020-07-11 15:20:20.938429+00:00,1277
E06000006,Halton,North West,2020-07-11 15:20:20.938429+00:00,691
E09000013,Hammersmith and Fulham,London,2020-07-11 15:20:20.938429+00:00,757
E10000015,Hertfordshire,East of England,2020-07-11 15:20:20.938429+00:00,4143
E09000018,Hounslow,London,2020-07-11 15:20:20.938429+00:00,1068
E06000046,Isle of Wight,South East,2020-07-11 15:20:20.938429+00:00,421
E10000016,Kent,South East,2020-07-11 15:20:20.938429+00:00,7732
E09000021,Kingston upon Thames,London,2020-07-11 15:20:20.938429+00:00,740
E08000011,Knowsley,North West,2020-07-11 15:20:20.938429+00:00,994
E10000018,Leicestershire,East Midlands,2020-07-11 15:20:20.938429+00:00,3078
E06000032,Luton,East of England,2020-07-11 15:20:20.938429+00:00,1400
E06000035,Medway,South East,2020-07-11 15:20:20.938429+00:00,1055
E06000012,North East Lincolnshire,Yorkshire and The Humber,2020-07-11 15:20:20.938429+00:00,207
E06000013,North Lincolnshire,Yorkshire and The Humber,2020-07-11 15:20:20.938429+00:00,724
E06000024,North Somerset,South West,2020-07-11 15:20:20.938429+00:00,912
E09000026,Redbridge,London,2020-07-11 15:20:20.938429+00:00,1115
E09000027,Richmond upon Thames,London,2020-07-11 15:20:20.938429+00:00,536
E08000005,Rochdale,North West,2020-07-11 15:20:20.938429+00:00,1624
E08000023,South Tyneside,North East,2020-07-11 15:20:20.938429+00:00,945
E06000045,Southampton,South East,2020-07-11 15:20:20.938429+00:00,931
E10000030,Surrey,South East,2020-07-11 15:20:20.938429+00:00,4603
E06000027,Torbay,South West,2020-07-11 15:20:20.938429+00:00,273
E09000032,Wandsworth,London,2020-07-11 15:20:20.938429+00:00,1158
E06000037,West Berkshire,South East,2020-07-11 15:20:20.938429+00:00,474
E08000010,Wigan,North West,2020-07-11 15:20:20.938429+00:00,2132
E08000031,Wolverhampton,West Midlands,2020-07-11 15:20:20.938429+00:00,1383
E08000016,Barnsley,Yorkshire and The Humber,2020-07-11 15:20:20.938429+00:00,1911
E06000022,Bath and North East Somerset,South West,2020-07-11 15:20:20.938429+00:00,336
E09000006,Bromley,London,2020-07-11 15:20:20.938429+00:00,1520
E08000033,Calderdale,Yorkshire and The Humber,2020-07-11 15:20:20.938429+00:00,694
E10000007,Derbyshire,East Midlands,2020-07-11 15:20:20.938429+00:00,3341
E06000059,Dorset,South West,2020-07-11 15:20:20.938429+00:00,601
E09000010,Enfield,London,2020-07-11 15:20:20.938429+00:00,1184
E10000012,Essex,East of England,2020-07-11 15:20:20.938429+00:00,5408
E10000013,Gloucestershire,South West,2020-07-11 15:20:20.938429+00:00,1835
E09000012,Hackney and City of London,London,2020-07-11 15:20:20.938429+00:00,820
E10000014,Hampshire,South East,2020-07-11 15:20:20.938429+00:00,5016
E09000019,Islington,London,2020-07-11 15:20:20.938429+00:00,551
E09000022,Lambeth,London,2020-07-11 15:20:20.938429+00:00,1361
E10000019,Lincolnshire,East Midlands,2020-07-11 15:20:20.938429+00:00,2447
E08000003,Manchester,North West,2020-07-11 15:20:20.938429+00:00,2938
E08000021,Newcastle upon Tyne,North East,2020-07-11 15:20:20.938429+00:00,1527
E06000057,Northumberland,North East,2020-07-11 15:20:20.938429+00:00,1577
E10000024,Nottinghamshire,East Midlands,2020-07-11 15:20:20.938429+00:00,2963
E10000025,Oxfordshire,South East,2020-07-11 15:20:20.938429+00:00,3117
E06000031,Peterborough,East of England,2020-07-11 15:20:20.938429+00:00,1313
E06000044,Portsmouth,South East,2020-07-11 15:20:20.938429+00:00,500
E08000018,Rotherham,Yorkshire and The Humber,2020-07-11 15:20:20.938429+00:00,1905
E08000028,Sandwell,West Midlands,2020-07-11 15:20:20.938429+00:00,1650
E08000019,Sheffield,Yorkshire and The Humber,2020-07-11 15:20:20.938429+00:00,4007
E06000033,Southend-on-Sea,East of England,2020-07-11 15:20:20.938429+00:00,667
E10000028,Staffordshire,West Midlands,2020-07-11 15:20:20.938429+00:00,3709
E09000029,Sutton,London,2020-07-11 15:20:20.938429+00:00,1003
E06000030,Swindon,South West,2020-07-11 15:20:20.938429+00:00,748
E08000008,Tameside,North West,2020-07-11 15:20:20.938429+00:00,1529
E06000020,Telford and Wrekin,West Midlands,2020-07-11 15:20:20.938429+00:00,599
E08000009,Trafford,North West,2020-07-11 15:20:20.938429+00:00,1257
E08000030,Walsall,West Midlands,2020-07-11 15:20:20.938429+00:00,1464
E10000031,Warwickshire,West Midlands,2020-07-11 15:20:20.938429+00:00,2496
E10000034,Worcestershire,West Midlands,2020-07-11 15:20:20.938429+00:00,2363
E06000014,York,Yorkshire and The Humber,2020-07-11 15:20:20.938429+00:00,907
E08000002,Bury,North West,2020-07-11 15:20:20.938429+00:00,1284
E06000025,South Gloucestershire,South West,2020-07-11 15:20:20.938429+00:00,743
E06000021,Stoke-on-Trent,West Midlands,2020-07-11 15:20:20.938429+00:00,1462
E08000036,Wakefield,Yorkshire and The Humber,2020-07-11 15:20:20.938429+00:00,1683
