Code,UTLA,Region,Timestamp,Confirmed
E09000002,Barking and Dagenham,London,2020-05-08 12:43:10.492096+00:00,469
E09000003,Barnet,London,2020-05-08 12:43:10.492096+00:00,1241
E08000016,Barnsley,Yorkshire and The Humber,2020-05-08 12:43:10.492096+00:00,749
E06000022,Bath and North East Somerset,South West,2020-05-08 12:43:10.492096+00:00,220
E06000055,Bedford,East of England,2020-05-08 12:43:10.492096+00:00,490
E09000004,Bexley,London,2020-05-08 12:43:10.492096+00:00,661
E08000025,Birmingham,West Midlands,2020-05-08 12:43:10.492096+00:00,3060
E06000008,Blackburn with Darwen,North West,2020-05-08 12:43:10.492096+00:00,349
E06000009,Blackpool,North West,2020-05-08 12:43:10.492096+00:00,493
E08000001,Bolton,North West,2020-05-08 12:43:10.492096+00:00,875
E06000058,"Bournemouth, Christchurch and Poole",South West,2020-05-08 12:43:10.492096+00:00,444
E06000036,Bracknell Forest,South East,2020-05-08 12:43:10.492096+00:00,228
E08000032,Bradford,Yorkshire and The Humber,2020-05-08 12:43:10.492096+00:00,1064
E09000005,Brent,London,2020-05-08 12:43:10.492096+00:00,1394
E06000043,Brighton and Hove,South East,2020-05-08 12:43:10.492096+00:00,399
E06000023,"Bristol, City of",South West,2020-05-08 12:43:10.492096+00:00,657
E09000006,Bromley,London,2020-05-08 12:43:10.492096+00:00,1144
E10000002,Buckinghamshire,South East,2020-05-08 12:43:10.492096+00:00,877
E08000002,Bury,North West,2020-05-08 12:43:10.492096+00:00,632
E08000033,Calderdale,Yorkshire and The Humber,2020-05-08 12:43:10.492096+00:00,270
E10000003,Cambridgeshire,East of England,2020-05-08 12:43:10.492096+00:00,882
E09000007,Camden,London,2020-05-08 12:43:10.492096+00:00,593
E06000056,Central Bedfordshire,East of England,2020-05-08 12:43:10.492096+00:00,543
E06000049,Cheshire East,North West,2020-05-08 12:43:10.492096+00:00,980
E06000050,Cheshire West and Chester,North West,2020-05-08 12:43:10.492096+00:00,897
E09000001,City of London,London,2020-05-08 12:43:10.492096+00:00,16
E06000052,Cornwall and Isles of Scilly,South West,2020-05-08 12:43:10.492096+00:00,532
E06000047,County Durham,North East,2020-05-08 12:43:10.492096+00:00,1646
E08000026,Coventry,West Midlands,2020-05-08 12:43:10.492096+00:00,728
E09000008,Croydon,London,2020-05-08 12:43:10.492096+00:00,1446
E10000006,Cumbria,North West,2020-05-08 12:43:10.492096+00:00,2062
E06000005,Darlington,North East,2020-05-08 12:43:10.492096+00:00,323
E06000015,Derby,East Midlands,2020-05-08 12:43:10.492096+00:00,519
E10000007,Derbyshire,East Midlands,2020-05-08 12:43:10.492096+00:00,1401
E10000008,Devon,South West,2020-05-08 12:43:10.492096+00:00,767
E08000017,Doncaster,Yorkshire and The Humber,2020-05-08 12:43:10.492096+00:00,588
E06000059,Dorset,South West,2020-05-08 12:43:10.492096+00:00,343
E08000027,Dudley,West Midlands,2020-05-08 12:43:10.492096+00:00,867
E09000009,Ealing,London,2020-05-08 12:43:10.492096+00:00,1114
E06000011,East Riding of Yorkshire,Yorkshire and The Humber,2020-05-08 12:43:10.492096+00:00,718
E10000011,East Sussex,South East,2020-05-08 12:43:10.492096+00:00,646
E09000010,Enfield,London,2020-05-08 12:43:10.492096+00:00,852
E10000012,Essex,East of England,2020-05-08 12:43:10.492096+00:00,2813
E08000037,Gateshead,North East,2020-05-08 12:43:10.492096+00:00,944
E10000013,Gloucestershire,South West,2020-05-08 12:43:10.492096+00:00,1315
E09000011,Greenwich,London,2020-05-08 12:43:10.492096+00:00,658
E09000012,Hackney,London,2020-05-08 12:43:10.492096+00:00,622
E06000006,Halton,North West,2020-05-08 12:43:10.492096+00:00,341
E09000013,Hammersmith and Fulham,London,2020-05-08 12:43:10.492096+00:00,637
E10000014,Hampshire,South East,2020-05-08 12:43:10.492096+00:00,2979
E09000014,Haringey,London,2020-05-08 12:43:10.492096+00:00,564
E09000015,Harrow,London,2020-05-08 12:43:10.492096+00:00,979
E06000001,Hartlepool,North East,2020-05-08 12:43:10.492096+00:00,230
E09000016,Havering,London,2020-05-08 12:43:10.492096+00:00,671
E06000019,"Herefordshire, County of",West Midlands,2020-05-08 12:43:10.492096+00:00,348
E10000015,Hertfordshire,East of England,2020-05-08 12:43:10.492096+00:00,2488
E09000017,Hillingdon,London,2020-05-08 12:43:10.492096+00:00,750
E09000018,Hounslow,London,2020-05-08 12:43:10.492096+00:00,694
E06000046,Isle of Wight,South East,2020-05-08 12:43:10.492096+00:00,152
E09000019,Islington,London,2020-05-08 12:43:10.492096+00:00,429
E09000020,Kensington and Chelsea,London,2020-05-08 12:43:10.492096+00:00,476
E10000016,Kent,South East,2020-05-08 12:43:10.492096+00:00,4050
E06000010,"Kingston upon Hull, City of",Yorkshire and The Humber,2020-05-08 12:43:10.492096+00:00,569
E09000021,Kingston upon Thames,London,2020-05-08 12:43:10.492096+00:00,479
E08000034,Kirklees,Yorkshire and The Humber,2020-05-08 12:43:10.492096+00:00,644
E08000011,Knowsley,North West,2020-05-08 12:43:10.492096+00:00,606
E09000022,Lambeth,London,2020-05-08 12:43:10.492096+00:00,1165
E10000017,Lancashire,North West,2020-05-08 12:43:10.492096+00:00,3093
E08000035,Leeds,Yorkshire and The Humber,2020-05-08 12:43:10.492096+00:00,1578
E06000016,Leicester,East Midlands,2020-05-08 12:43:10.492096+00:00,730
E10000018,Leicestershire,East Midlands,2020-05-08 12:43:10.492096+00:00,1016
E09000023,Lewisham,London,2020-05-08 12:43:10.492096+00:00,949
E10000019,Lincolnshire,East Midlands,2020-05-08 12:43:10.492096+00:00,908
E08000012,Liverpool,North West,2020-05-08 12:43:10.492096+00:00,1503
E06000032,Luton,East of England,2020-05-08 12:43:10.492096+00:00,662
E08000003,Manchester,North West,2020-05-08 12:43:10.492096+00:00,1279
E06000035,Medway,South East,2020-05-08 12:43:10.492096+00:00,675
E09000024,Merton,London,2020-05-08 12:43:10.492096+00:00,670
E06000002,Middlesbrough,North East,2020-05-08 12:43:10.492096+00:00,615
E06000042,Milton Keynes,South East,2020-05-08 12:43:10.492096+00:00,489
E08000021,Newcastle upon Tyne,North East,2020-05-08 12:43:10.492096+00:00,983
E09000025,Newham,London,2020-05-08 12:43:10.492096+00:00,976
E10000020,Norfolk,East of England,2020-05-08 12:43:10.492096+00:00,1835
E06000012,North East Lincolnshire,Yorkshire and The Humber,2020-05-08 12:43:10.492096+00:00,138
E06000013,North Lincolnshire,Yorkshire and The Humber,2020-05-08 12:43:10.492096+00:00,415
E06000024,North Somerset,South West,2020-05-08 12:43:10.492096+00:00,287
E08000022,North Tyneside,North East,2020-05-08 12:43:10.492096+00:00,508
E10000023,North Yorkshire,Yorkshire and The Humber,2020-05-08 12:43:10.492096+00:00,1137
E10000021,Northamptonshire,East Midlands,2020-05-08 12:43:10.492096+00:00,1109
