Code,UTLA,Region,Timestamp,Confirmed
E09000002,Barking and Dagenham,London,2020-04-29 19:32:34.352917+00:00,448
E09000003,Barnet,London,2020-04-29 19:32:34.352917+00:00,1176
E08000016,Barnsley,Yorkshire and The Humber,2020-04-29 19:32:34.352917+00:00,608
E06000022,Bath and North East Somerset,South West,2020-04-29 19:32:34.352917+00:00,203
E06000055,Bedford,East of England,2020-04-29 19:32:34.352917+00:00,424
E09000004,Bexley,London,2020-04-29 19:32:34.352917+00:00,597
E08000025,Birmingham,West Midlands,2020-04-29 19:32:34.352917+00:00,2782
E06000008,Blackburn with Darwen,North West,2020-04-29 19:32:34.352917+00:00,301
E06000009,Blackpool,North West,2020-04-29 19:32:34.352917+00:00,413
E08000001,Bolton,North West,2020-04-29 19:32:34.352917+00:00,732
E06000058,"Bournemouth, Christchurch and Poole",South West,2020-04-29 19:32:34.352917+00:00,400
E06000036,Bracknell Forest,South East,2020-04-29 19:32:34.352917+00:00,205
E08000032,Bradford,Yorkshire and The Humber,2020-04-29 19:32:34.352917+00:00,796
E09000005,Brent,London,2020-04-29 19:32:34.352917+00:00,1330
E06000043,Brighton and Hove,South East,2020-04-29 19:32:34.352917+00:00,354
E06000023,"Bristol, City of",South West,2020-04-29 19:32:34.352917+00:00,593
E09000006,Bromley,London,2020-04-29 19:32:34.352917+00:00,1027
E10000002,Buckinghamshire,South East,2020-04-29 19:32:34.352917+00:00,789
E08000002,Bury,North West,2020-04-29 19:32:34.352917+00:00,434
E08000033,Calderdale,Yorkshire and The Humber,2020-04-29 19:32:34.352917+00:00,231
E10000003,Cambridgeshire,East of England,2020-04-29 19:32:34.352917+00:00,718
E09000007,Camden,London,2020-04-29 19:32:34.352917+00:00,567
E06000056,Central Bedfordshire,East of England,2020-04-29 19:32:34.352917+00:00,457
E06000049,Cheshire East,North West,2020-04-29 19:32:34.352917+00:00,813
E06000050,Cheshire West and Chester,North West,2020-04-29 19:32:34.352917+00:00,746
E09000001,City of London,London,2020-04-29 19:32:34.352917+00:00,16
E06000052,Cornwall and Isles of Scilly,South West,2020-04-29 19:32:34.352917+00:00,482
E06000047,County Durham,North East,2020-04-29 19:32:34.352917+00:00,1279
E08000026,Coventry,West Midlands,2020-04-29 19:32:34.352917+00:00,649
E09000008,Croydon,London,2020-04-29 19:32:34.352917+00:00,1336
E10000006,Cumbria,North West,2020-04-29 19:32:34.352917+00:00,1793
E06000005,Darlington,North East,2020-04-29 19:32:34.352917+00:00,253
E06000015,Derby,East Midlands,2020-04-29 19:32:34.352917+00:00,466
E10000007,Derbyshire,East Midlands,2020-04-29 19:32:34.352917+00:00,1195
E10000008,Devon,South West,2020-04-29 19:32:34.352917+00:00,676
E08000017,Doncaster,Yorkshire and The Humber,2020-04-29 19:32:34.352917+00:00,426
E06000059,Dorset,South West,2020-04-29 19:32:34.352917+00:00,301
E08000027,Dudley,West Midlands,2020-04-29 19:32:34.352917+00:00,720
E09000009,Ealing,London,2020-04-29 19:32:34.352917+00:00,1030
E06000011,East Riding of Yorkshire,Yorkshire and The Humber,2020-04-29 19:32:34.352917+00:00,539
E10000011,East Sussex,South East,2020-04-29 19:32:34.352917+00:00,552
E09000010,Enfield,London,2020-04-29 19:32:34.352917+00:00,824
E10000012,Essex,East of England,2020-04-29 19:32:34.352917+00:00,2451
E08000037,Gateshead,North East,2020-04-29 19:32:34.352917+00:00,752
E10000013,Gloucestershire,South West,2020-04-29 19:32:34.352917+00:00,1152
E09000011,Greenwich,London,2020-04-29 19:32:34.352917+00:00,620
E09000012,Hackney,London,2020-04-29 19:32:34.352917+00:00,597
E06000006,Halton,North West,2020-04-29 19:32:34.352917+00:00,309
E09000013,Hammersmith and Fulham,London,2020-04-29 19:32:34.352917+00:00,605
E10000014,Hampshire,South East,2020-04-29 19:32:34.352917+00:00,2689
E09000014,Haringey,London,2020-04-29 19:32:34.352917+00:00,539
E09000015,Harrow,London,2020-04-29 19:32:34.352917+00:00,886
E06000001,Hartlepool,North East,2020-04-29 19:32:34.352917+00:00,167
E09000016,Havering,London,2020-04-29 19:32:34.352917+00:00,623
E06000019,"Herefordshire, County of",West Midlands,2020-04-29 19:32:34.352917+00:00,282
E10000015,Hertfordshire,East of England,2020-04-29 19:32:34.352917+00:00,2202
E09000017,Hillingdon,London,2020-04-29 19:32:34.352917+00:00,711
E09000018,Hounslow,London,2020-04-29 19:32:34.352917+00:00,635
E06000046,Isle of Wight,South East,2020-04-29 19:32:34.352917+00:00,104
E09000019,Islington,London,2020-04-29 19:32:34.352917+00:00,406
E09000020,Kensington and Chelsea,London,2020-04-29 19:32:34.352917+00:00,456
E10000016,Kent,South East,2020-04-29 19:32:34.352917+00:00,3272
E06000010,"Kingston upon Hull, City of",Yorkshire and The Humber,2020-04-29 19:32:34.352917+00:00,422
E09000021,Kingston upon Thames,London,2020-04-29 19:32:34.352917+00:00,435
E08000034,Kirklees,Yorkshire and The Humber,2020-04-29 19:32:34.352917+00:00,533
E08000011,Knowsley,North West,2020-04-29 19:32:34.352917+00:00,516
E09000022,Lambeth,London,2020-04-29 19:32:34.352917+00:00,1117
E10000017,Lancashire,North West,2020-04-29 19:32:34.352917+00:00,2695
E08000035,Leeds,Yorkshire and The Humber,2020-04-29 19:32:34.352917+00:00,1322
E06000016,Leicester,East Midlands,2020-04-29 19:32:34.352917+00:00,630
E10000018,Leicestershire,East Midlands,2020-04-29 19:32:34.352917+00:00,884
E09000023,Lewisham,London,2020-04-29 19:32:34.352917+00:00,898
E10000019,Lincolnshire,East Midlands,2020-04-29 19:32:34.352917+00:00,804
E08000012,Liverpool,North West,2020-04-29 19:32:34.352917+00:00,1363
E06000032,Luton,East of England,2020-04-29 19:32:34.352917+00:00,575
E08000003,Manchester,North West,2020-04-29 19:32:34.352917+00:00,1047
E06000035,Medway,South East,2020-04-29 19:32:34.352917+00:00,592
E09000024,Merton,London,2020-04-29 19:32:34.352917+00:00,637
E06000002,Middlesbrough,North East,2020-04-29 19:32:34.352917+00:00,509
E06000042,Milton Keynes,South East,2020-04-29 19:32:34.352917+00:00,443
E08000021,Newcastle upon Tyne,North East,2020-04-29 19:32:34.352917+00:00,852
E09000025,Newham,London,2020-04-29 19:32:34.352917+00:00,938
E10000020,Norfolk,East of England,2020-04-29 19:32:34.352917+00:00,1427
E06000012,North East Lincolnshire,Yorkshire and The Humber,2020-04-29 19:32:34.352917+00:00,130
E06000013,North Lincolnshire,Yorkshire and The Humber,2020-04-29 19:32:34.352917+00:00,329
E06000024,North Somerset,South West,2020-04-29 19:32:34.352917+00:00,218
E08000022,North Tyneside,North East,2020-04-29 19:32:34.352917+00:00,450
E10000023,North Yorkshire,Yorkshire and The Humber,2020-04-29 19:32:34.352917+00:00,872
E10000021,Northamptonshire,East Midlands,2020-04-29 19:32:34.352917+00:00,1013
E06000057,Northumberland,North East,2020-04-29 19:32:34.352917+00:00,732
E06000018,Nottingham,East Midlands,2020-04-29 19:32:34.352917+00:00,488
E10000024,Nottinghamshire,East Midlands,2020-04-29 19:32:34.352917+00:00,1030
E08000004,Oldham,North West,2020-04-29 19:32:34.352917+00:00,582
E10000025,Oxfordshire,South East,2020-04-29 19:32:34.352917+00:00,1515
E06000031,Peterborough,East of England,2020-04-29 19:32:34.352917+00:00,223
E06000026,Plymouth,South West,2020-04-29 19:32:34.352917+00:00,273
E06000044,Portsmouth,South East,2020-04-29 19:32:34.352917+00:00,281
E06000038,Reading,South East,2020-04-29 19:32:34.352917+00:00,454
E09000026,Redbridge,London,2020-04-29 19:32:34.352917+00:00,658
E06000003,Redcar and Cleveland,North East,2020-04-29 19:32:34.352917+00:00,297
E09000027,Richmond upon Thames,London,2020-04-29 19:32:34.352917+00:00,358
E08000005,Rochdale,North West,2020-04-29 19:32:34.352917+00:00,417
E08000018,Rotherham,Yorkshire and The Humber,2020-04-29 19:32:34.352917+00:00,666
E06000017,Rutland,East Midlands,2020-04-29 19:32:34.352917+00:00,20
E08000006,Salford,North West,2020-04-29 19:32:34.352917+00:00,583
E08000028,Sandwell,West Midlands,2020-04-29 19:32:34.352917+00:00,940
E08000014,Sefton,North West,2020-04-29 19:32:34.352917+00:00,770
E08000019,Sheffield,Yorkshire and The Humber,2020-04-29 19:32:34.352917+00:00,2039
E06000051,Shropshire,West Midlands,2020-04-29 19:32:34.352917+00:00,464
E06000039,Slough,South East,2020-04-29 19:32:34.352917+00:00,370
E08000029,Solihull,West Midlands,2020-04-29 19:32:34.352917+00:00,544
E10000027,Somerset,South West,2020-04-29 19:32:34.352917+00:00,464
E06000025,South Gloucestershire,South West,2020-04-29 19:32:34.352917+00:00,339
E08000023,South Tyneside,North East,2020-04-29 19:32:34.352917+00:00,501
E06000045,Southampton,South East,2020-04-29 19:32:34.352917+00:00,444
E06000033,Southend-on-Sea,East of England,2020-04-29 19:32:34.352917+00:00,290
E09000028,Southwark,London,2020-04-29 19:32:34.352917+00:00,1167
E08000013,St. Helens,North West,2020-04-29 19:32:34.352917+00:00,614
E10000028,Staffordshire,West Midlands,2020-04-29 19:32:34.352917+00:00,1650
E08000007,Stockport,North West,2020-04-29 19:32:34.352917+00:00,796
E06000004,Stockton-on-Tees,North East,2020-04-29 19:32:34.352917+00:00,334
E06000021,Stoke-on-Trent,West Midlands,2020-04-29 19:32:34.352917+00:00,424
E10000029,Suffolk,East of England,2020-04-29 19:32:34.352917+00:00,999
E08000024,Sunderland,North East,2020-04-29 19:32:34.352917+00:00,1098
E10000030,Surrey,South East,2020-04-29 19:32:34.352917+00:00,2498
E09000029,Sutton,London,2020-04-29 19:32:34.352917+00:00,656
E06000030,Swindon,South West,2020-04-29 19:32:34.352917+00:00,350
E08000008,Tameside,North West,2020-04-29 19:32:34.352917+00:00,444
E06000020,Telford and Wrekin,West Midlands,2020-04-29 19:32:34.352917+00:00,244
E06000034,Thurrock,East of England,2020-04-29 19:32:34.352917+00:00,269
E06000027,Torbay,South West,2020-04-29 19:32:34.352917+00:00,200
E09000030,Tower Hamlets,London,2020-04-29 19:32:34.352917+00:00,593
E08000009,Trafford,North West,2020-04-29 19:32:34.352917+00:00,574
E08000036,Wakefield,Yorkshire and The Humber,2020-04-29 19:32:34.352917+00:00,494
E08000030,Walsall,West Midlands,2020-04-29 19:32:34.352917+00:00,920
E09000031,Waltham Forest,London,2020-04-29 19:32:34.352917+00:00,712
E09000032,Wandsworth,London,2020-04-29 19:32:34.352917+00:00,904
E06000007,Warrington,North West,2020-04-29 19:32:34.352917+00:00,578
E10000031,Warwickshire,West Midlands,2020-04-29 19:32:34.352917+00:00,1116
E06000037,West Berkshire,South East,2020-04-29 19:32:34.352917+00:00,312
E10000032,West Sussex,South East,2020-04-29 19:32:34.352917+00:00,1083
E09000033,Westminster,London,2020-04-29 19:32:34.352917+00:00,588
E08000010,Wigan,North West,2020-04-29 19:32:34.352917+00:00,615
E06000054,Wiltshire,South West,2020-04-29 19:32:34.352917+00:00,405
E06000040,Windsor and Maidenhead,South East,2020-04-29 19:32:34.352917+00:00,240
E08000015,Wirral,North West,2020-04-29 19:32:34.352917+00:00,971
E06000041,Wokingham,South East,2020-04-29 19:32:34.352917+00:00,362
E08000031,Wolverhampton,West Midlands,2020-04-29 19:32:34.352917+00:00,777
E10000034,Worcestershire,West Midlands,2020-04-29 19:32:34.352917+00:00,1081
E06000014,York,Yorkshire and The Humber,2020-04-29 19:32:34.352917+00:00,258
