Code,UTLA,Region,Timestamp,Confirmed
E09000002,Barking and Dagenham,London,2020-07-19 12:58:18.263379+00:00,721
E09000003,Barnet,London,2020-07-19 12:58:18.263379+00:00,1626
E08000025,Birmingham,West Midlands,2020-07-19 12:58:18.263379+00:00,4992
E08000001,Bolton,North West,2020-07-19 12:58:18.263379+00:00,1896
E09000005,Brent,London,2020-07-19 12:58:18.263379+00:00,1757
E09000007,Camden,London,2020-07-19 12:58:18.263379+00:00,710
E06000056,Central Bedfordshire,East of England,2020-07-19 12:58:18.263379+00:00,1253
E06000050,Cheshire West and Chester,North West,2020-07-19 12:58:18.263379+00:00,2001
E06000005,Darlington,North East,2020-07-19 12:58:18.263379+00:00,605
E09000009,Ealing,London,2020-07-19 12:58:18.263379+00:00,1576
E09000015,Harrow,London,2020-07-19 12:58:18.263379+00:00,1296
E06000010,"Kingston upon Hull, City of",Yorkshire and The Humber,2020-07-19 12:58:18.263379+00:00,1550
E10000017,Lancashire,North West,2020-07-19 12:58:18.263379+00:00,6856
E08000035,Leeds,Yorkshire and The Humber,2020-07-19 12:58:18.263379+00:00,3714
E09000023,Lewisham,London,2020-07-19 12:58:18.263379+00:00,1211
E08000012,Liverpool,North West,2020-07-19 12:58:18.263379+00:00,2477
E06000002,Middlesbrough,North East,2020-07-19 12:58:18.263379+00:00,962
E06000042,Milton Keynes,South East,2020-07-19 12:58:18.263379+00:00,864
E10000023,North Yorkshire,Yorkshire and The Humber,2020-07-19 12:58:18.263379+00:00,2544
E06000018,Nottingham,East Midlands,2020-07-19 12:58:18.263379+00:00,1192
E06000026,Plymouth,South West,2020-07-19 12:58:18.263379+00:00,664
E06000038,Reading,South East,2020-07-19 12:58:18.263379+00:00,783
E08000006,Salford,North West,2020-07-19 12:58:18.263379+00:00,1371
E08000014,Sefton,North West,2020-07-19 12:58:18.263379+00:00,1542
E06000051,Shropshire,West Midlands,2020-07-19 12:58:18.263379+00:00,1410
E06000039,Slough,South East,2020-07-19 12:58:18.263379+00:00,652
E10000027,Somerset,South West,2020-07-19 12:58:18.263379+00:00,1292
E08000007,Stockport,North West,2020-07-19 12:58:18.263379+00:00,1656
E06000004,Stockton-on-Tees,North East,2020-07-19 12:58:18.263379+00:00,970
E08000024,Sunderland,North East,2020-07-19 12:58:18.263379+00:00,1776
E06000007,Warrington,North West,2020-07-19 12:58:18.263379+00:00,1329
E10000032,West Sussex,South East,2020-07-19 12:58:18.263379+00:00,2739
E06000054,Wiltshire,South West,2020-07-19 12:58:18.263379+00:00,1261
E06000040,Windsor and Maidenhead,South East,2020-07-19 12:58:18.263379+00:00,411
E08000015,Wirral,North West,2020-07-19 12:58:18.263379+00:00,2044
E06000055,Bedford,East of England,2020-07-19 12:58:18.263379+00:00,1295
E06000058,"Bournemouth, Christchurch and Poole",South West,2020-07-19 12:58:18.263379+00:00,821
E06000036,Bracknell Forest,South East,2020-07-19 12:58:18.263379+00:00,384
E06000023,"Bristol, City of",South West,2020-07-19 12:58:18.263379+00:00,1300
E10000002,Buckinghamshire,South East,2020-07-19 12:58:18.263379+00:00,1714
E06000049,Cheshire East,North West,2020-07-19 12:58:18.263379+00:00,2223
E06000052,Cornwall and Isles of Scilly,South West,2020-07-19 12:58:18.263379+00:00,902
E09000008,Croydon,London,2020-07-19 12:58:18.263379+00:00,1866
E10000008,Devon,South West,2020-07-19 12:58:18.263379+00:00,1218
E06000011,East Riding of Yorkshire,Yorkshire and The Humber,2020-07-19 12:58:18.263379+00:00,1646
E10000011,East Sussex,South East,2020-07-19 12:58:18.263379+00:00,1565
E09000011,Greenwich,London,2020-07-19 12:58:18.263379+00:00,963
E09000014,Haringey,London,2020-07-19 12:58:18.263379+00:00,768
E06000001,Hartlepool,North East,2020-07-19 12:58:18.263379+00:00,597
E09000016,Havering,London,2020-07-19 12:58:18.263379+00:00,959
E06000019,"Herefordshire, County of",West Midlands,2020-07-19 12:58:18.263379+00:00,864
E09000017,Hillingdon,London,2020-07-19 12:58:18.263379+00:00,1124
E09000020,Kensington and Chelsea,London,2020-07-19 12:58:18.263379+00:00,567
E08000034,Kirklees,Yorkshire and The Humber,2020-07-19 12:58:18.263379+00:00,2255
E06000016,Leicester,East Midlands,2020-07-19 12:58:18.263379+00:00,4579
E09000024,Merton,London,2020-07-19 12:58:18.263379+00:00,944
E09000025,Newham,London,2020-07-19 12:58:18.263379+00:00,1300
E10000020,Norfolk,East of England,2020-07-19 12:58:18.263379+00:00,2869
E08000022,North Tyneside,North East,2020-07-19 12:58:18.263379+00:00,920
E10000021,Northamptonshire,East Midlands,2020-07-19 12:58:18.263379+00:00,3371
E08000004,Oldham,North West,2020-07-19 12:58:18.263379+00:00,1905
E06000003,Redcar and Cleveland,North East,2020-07-19 12:58:18.263379+00:00,704
E06000017,Rutland,East Midlands,2020-07-19 12:58:18.263379+00:00,96
E08000029,Solihull,West Midlands,2020-07-19 12:58:18.263379+00:00,909
E09000028,Southwark,London,2020-07-19 12:58:18.263379+00:00,1456
E08000013,St. Helens,North West,2020-07-19 12:58:18.263379+00:00,1197
E10000029,Suffolk,East of England,2020-07-19 12:58:18.263379+00:00,2641
E06000034,Thurrock,East of England,2020-07-19 12:58:18.263379+00:00,562
E09000030,Tower Hamlets,London,2020-07-19 12:58:18.263379+00:00,831
E09000031,Waltham Forest,London,2020-07-19 12:58:18.263379+00:00,1038
E09000033,Westminster,London,2020-07-19 12:58:18.263379+00:00,797
E06000041,Wokingham,South East,2020-07-19 12:58:18.263379+00:00,600
E09000004,Bexley,London,2020-07-19 12:58:18.263379+00:00,1073
E06000008,Blackburn with Darwen,North West,2020-07-19 12:58:18.263379+00:00,1187
E06000009,Blackpool,North West,2020-07-19 12:58:18.263379+00:00,1033
E08000032,Bradford,Yorkshire and The Humber,2020-07-19 12:58:18.263379+00:00,4574
