Code,Country,Timestamp,Confirmed
E92000001,England,2020-03-26T23:59:00+00:00,9782
N92000002,Northern Ireland,2020-03-26T23:59:00+00:00,241
S92000003,Scotland,2020-03-26T23:59:00+00:00,894
W92000004,Wales,2020-03-26T23:59:00+00:00,741
