Code,Country,Timestamp,Confirmed,Deaths
E92000001,England,2021-06-17 23:59:00+01:00,4010977,112530
N92000002,Northern Ireland,2021-06-17 23:59:00+01:00,124303,2155
S92000003,Scotland,2021-06-17 23:59:00+01:00,250961,7688
W92000004,Wales,2021-06-17 23:59:00+01:00,214382,5572
