Code,UTLA,Region,Timestamp,Confirmed
E09000002,Barking and Dagenham,London,2020-04-30 15:02:25.984847+00:00,450
E09000003,Barnet,London,2020-04-30 15:02:25.984847+00:00,1184
E08000016,Barnsley,Yorkshire and The Humber,2020-04-30 15:02:25.984847+00:00,622
E06000022,Bath and North East Somerset,South West,2020-04-30 15:02:25.984847+00:00,206
E06000055,Bedford,East of England,2020-04-30 15:02:25.984847+00:00,436
E09000004,Bexley,London,2020-04-30 15:02:25.984847+00:00,608
E08000025,Birmingham,West Midlands,2020-04-30 15:02:25.984847+00:00,2801
E06000008,Blackburn with Darwen,North West,2020-04-30 15:02:25.984847+00:00,306
E06000009,Blackpool,North West,2020-04-30 15:02:25.984847+00:00,427
E08000001,Bolton,North West,2020-04-30 15:02:25.984847+00:00,739
E06000058,"Bournemouth, Christchurch and Poole",South West,2020-04-30 15:02:25.984847+00:00,404
E06000036,Bracknell Forest,South East,2020-04-30 15:02:25.984847+00:00,209
E08000032,Bradford,Yorkshire and The Humber,2020-04-30 15:02:25.984847+00:00,849
E09000005,Brent,London,2020-04-30 15:02:25.984847+00:00,1338
E06000043,Brighton and Hove,South East,2020-04-30 15:02:25.984847+00:00,355
E06000023,"Bristol, City of",South West,2020-04-30 15:02:25.984847+00:00,601
E09000006,Bromley,London,2020-04-30 15:02:25.984847+00:00,1036
E10000002,Buckinghamshire,South East,2020-04-30 15:02:25.984847+00:00,801
E08000002,Bury,North West,2020-04-30 15:02:25.984847+00:00,457
E08000033,Calderdale,Yorkshire and The Humber,2020-04-30 15:02:25.984847+00:00,238
E10000003,Cambridgeshire,East of England,2020-04-30 15:02:25.984847+00:00,722
E09000007,Camden,London,2020-04-30 15:02:25.984847+00:00,569
E06000056,Central Bedfordshire,East of England,2020-04-30 15:02:25.984847+00:00,471
E06000049,Cheshire East,North West,2020-04-30 15:02:25.984847+00:00,851
E06000050,Cheshire West and Chester,North West,2020-04-30 15:02:25.984847+00:00,777
E09000001,City of London,London,2020-04-30 15:02:25.984847+00:00,16
E06000052,Cornwall and Isles of Scilly,South West,2020-04-30 15:02:25.984847+00:00,485
E06000047,County Durham,North East,2020-04-30 15:02:25.984847+00:00,1340
E08000026,Coventry,West Midlands,2020-04-30 15:02:25.984847+00:00,654
E09000008,Croydon,London,2020-04-30 15:02:25.984847+00:00,1358
E10000006,Cumbria,North West,2020-04-30 15:02:25.984847+00:00,1819
E06000005,Darlington,North East,2020-04-30 15:02:25.984847+00:00,269
E06000015,Derby,East Midlands,2020-04-30 15:02:25.984847+00:00,476
E10000007,Derbyshire,East Midlands,2020-04-30 15:02:25.984847+00:00,1243
E10000008,Devon,South West,2020-04-30 15:02:25.984847+00:00,686
E08000017,Doncaster,Yorkshire and The Humber,2020-04-30 15:02:25.984847+00:00,440
E06000059,Dorset,South West,2020-04-30 15:02:25.984847+00:00,304
E08000027,Dudley,West Midlands,2020-04-30 15:02:25.984847+00:00,734
E09000009,Ealing,London,2020-04-30 15:02:25.984847+00:00,1044
E06000011,East Riding of Yorkshire,Yorkshire and The Humber,2020-04-30 15:02:25.984847+00:00,567
E10000011,East Sussex,South East,2020-04-30 15:02:25.984847+00:00,570
E09000010,Enfield,London,2020-04-30 15:02:25.984847+00:00,827
E10000012,Essex,East of England,2020-04-30 15:02:25.984847+00:00,2506
E08000037,Gateshead,North East,2020-04-30 15:02:25.984847+00:00,800
E10000013,Gloucestershire,South West,2020-04-30 15:02:25.984847+00:00,1181
E09000011,Greenwich,London,2020-04-30 15:02:25.984847+00:00,623
E09000012,Hackney,London,2020-04-30 15:02:25.984847+00:00,600
E06000006,Halton,North West,2020-04-30 15:02:25.984847+00:00,312
E09000013,Hammersmith and Fulham,London,2020-04-30 15:02:25.984847+00:00,605
E10000014,Hampshire,South East,2020-04-30 15:02:25.984847+00:00,2734
E09000014,Haringey,London,2020-04-30 15:02:25.984847+00:00,543
