Area,Timestamp,Confirmed
Blekinge,2021-03-08T11:30:00+01:00,8156
Dalarna,2021-03-08T11:30:00+01:00,15500
Gotland,2021-03-08T11:30:00+01:00,2774
Gävleborg,2021-03-08T11:30:00+01:00,23291
Halland,2021-03-08T11:30:00+01:00,25577
Jämtland,2021-03-08T11:30:00+01:00,7298
Jönköping,2021-03-08T11:30:00+01:00,28029
Kalmar,2021-03-08T11:30:00+01:00,12108
Kronoberg,2021-03-08T11:30:00+01:00,14334
Norrbotten,2021-03-08T11:30:00+01:00,13944
Skåne,2021-03-08T11:30:00+01:00,114210
Stockholm,2021-03-08T11:30:00+01:00,164697
Södermanland,2021-03-08T11:30:00+01:00,14137
Uppsala,2021-03-08T11:30:00+01:00,25273
Värmland,2021-03-08T11:30:00+01:00,9835
Västerbotten,2021-03-08T11:30:00+01:00,15816
Västernorrland,2021-03-08T11:30:00+01:00,15400
Västmanland,2021-03-08T11:30:00+01:00,18764
Västra Götaland,2021-03-08T11:30:00+01:00,123563
Örebro,2021-03-08T11:30:00+01:00,18936
Östergötland,2021-03-08T11:30:00+01:00,24333
