Area,Timestamp,Confirmed
Blekinge,2020-10-26T11:30:00+01:00,945
Dalarna,2020-10-26T11:30:00+01:00,3103
Gotland,2020-10-26T11:30:00+01:00,408
Gävleborg,2020-10-26T11:30:00+01:00,3695
Halland,2020-10-26T11:30:00+01:00,3218
Jämtland,2020-10-26T11:30:00+01:00,1624
Jönköping,2020-10-26T11:30:00+01:00,6229
Kalmar,2020-10-26T11:30:00+01:00,1117
Kronoberg,2020-10-26T11:30:00+01:00,2282
Norrbotten,2020-10-26T11:30:00+01:00,2112
Skåne,2020-10-26T11:30:00+01:00,8652
Stockholm,2020-10-26T11:30:00+01:00,32516
Södermanland,2020-10-26T11:30:00+01:00,2867
Uppsala,2020-10-26T11:30:00+01:00,5485
Värmland,2020-10-26T11:30:00+01:00,1558
Västerbotten,2020-10-26T11:30:00+01:00,1263
Västernorrland,2020-10-26T11:30:00+01:00,2081
Västmanland,2020-10-26T11:30:00+01:00,3632
Västra Götaland,2020-10-26T11:30:00+01:00,23328
Örebro,2020-10-26T11:30:00+01:00,4407
Östergötland,2020-10-26T11:30:00+01:00,5263
