Area,Timestamp,Confirmed
Blekinge,2021-03-03T11:30:00+01:00,8061
Dalarna,2021-03-03T11:30:00+01:00,15164
Gotland,2021-03-03T11:30:00+01:00,2732
Gävleborg,2021-03-03T11:30:00+01:00,22582
Halland,2021-03-03T11:30:00+01:00,24776
Jämtland,2021-03-03T11:30:00+01:00,7114
Jönköping,2021-03-03T11:30:00+01:00,27413
Kalmar,2021-03-03T11:30:00+01:00,11782
Kronoberg,2021-03-03T11:30:00+01:00,14190
Norrbotten,2021-03-03T11:30:00+01:00,13325
Skåne,2021-03-03T11:30:00+01:00,112551
Stockholm,2021-03-03T11:30:00+01:00,160719
Södermanland,2021-03-03T11:30:00+01:00,13780
Uppsala,2021-03-03T11:30:00+01:00,24754
Värmland,2021-03-03T11:30:00+01:00,9502
Västerbotten,2021-03-03T11:30:00+01:00,15269
Västernorrland,2021-03-03T11:30:00+01:00,15141
Västmanland,2021-03-03T11:30:00+01:00,18514
Västra Götaland,2021-03-03T11:30:00+01:00,120640
Örebro,2021-03-03T11:30:00+01:00,18451
Östergötland,2021-03-03T11:30:00+01:00,23670
