Area,Timestamp,Confirmed
Blekinge,2020-07-14T11:30:00+02:00,473
Dalarna,2020-07-14T11:30:00+02:00,1877
Gotland,2020-07-14T11:30:00+02:00,186
Gävleborg,2020-07-14T11:30:00+02:00,2981
Halland,2020-07-14T11:30:00+02:00,1652
Jämtland,2020-07-14T11:30:00+02:00,1091
Jönköping,2020-07-14T11:30:00+02:00,4482
Kalmar,2020-07-14T11:30:00+02:00,733
Kronoberg,2020-07-14T11:30:00+02:00,1093
Norrbotten,2020-07-14T11:30:00+02:00,1494
Skåne,2020-07-14T11:30:00+02:00,3301
Stockholm,2020-07-14T11:30:00+02:00,22171
Södermanland,2020-07-14T11:30:00+02:00,2316
Uppsala,2020-07-14T11:30:00+02:00,3452
Värmland,2020-07-14T11:30:00+02:00,1003
Västerbotten,2020-07-14T11:30:00+02:00,760
Västernorrland,2020-07-14T11:30:00+02:00,1614
Västmanland,2020-07-14T11:30:00+02:00,2519
Västra Götaland,2020-07-14T11:30:00+02:00,16894
Örebro,2020-07-14T11:30:00+02:00,2491
Östergötland,2020-07-14T11:30:00+02:00,3418
