Area,Timestamp,Confirmed
Blekinge,2020-04-23T11:30:00+02:00,54
Dalarna,2020-04-23T11:30:00+02:00,569
Gotland,2020-04-23T11:30:00+02:00,19
Gävleborg,2020-04-23T11:30:00+02:00,467
Halland,2020-04-23T11:30:00+02:00,288
Jämtland,2020-04-23T11:30:00+02:00,249
Jönköping,2020-04-23T11:30:00+02:00,592
Kalmar,2020-04-23T11:30:00+02:00,128
Kronoberg,2020-04-23T11:30:00+02:00,211
Norrbotten,2020-04-23T11:30:00+02:00,208
Skåne,2020-04-23T11:30:00+02:00,592
Stockholm,2020-04-23T11:30:00+02:00,6681
Södermanland,2020-04-23T11:30:00+02:00,1004
Uppsala,2020-04-23T11:30:00+02:00,767
Värmland,2020-04-23T11:30:00+02:00,124
Västerbotten,2020-04-23T11:30:00+02:00,254
Västernorrland,2020-04-23T11:30:00+02:00,158
Västmanland,2020-04-23T11:30:00+02:00,610
Västra Götaland,2020-04-23T11:30:00+02:00,1745
Örebro,2020-04-23T11:30:00+02:00,753
Östergötland,2020-04-23T11:30:00+02:00,1282
