Area,Timestamp,Confirmed
Blekinge,2020-03-27T11:30:00+01:00,17
Dalarna,2020-03-27T11:30:00+01:00,76
Gotland,2020-03-27T11:30:00+01:00,11
Gävleborg,2020-03-27T11:30:00+01:00,53
Halland,2020-03-27T11:30:00+01:00,82
Jämtland,2020-03-27T11:30:00+01:00,69
Jönköping,2020-03-27T11:30:00+01:00,94
Kalmar,2020-03-27T11:30:00+01:00,29
Kronoberg,2020-03-27T11:30:00+01:00,27
Norrbotten,2020-03-27T11:30:00+01:00,43
Skåne,2020-03-27T11:30:00+01:00,273
Stockholm,2020-03-27T11:30:00+01:00,1447
Södermanland,2020-03-27T11:30:00+01:00,159
Uppsala,2020-03-27T11:30:00+01:00,143
Värmland,2020-03-27T11:30:00+01:00,46
Västerbotten,2020-03-27T11:30:00+01:00,41
Västernorrland,2020-03-27T11:30:00+01:00,25
Västmanland,2020-03-27T11:30:00+01:00,47
Västra Götaland,2020-03-27T11:30:00+01:00,330
Örebro,2020-03-27T11:30:00+01:00,79
Östergötland,2020-03-27T11:30:00+01:00,272
