Area,Timestamp,Confirmed
Blekinge,2022-01-20T11:30:00+01:00,19769
Dalarna,2022-01-20T11:30:00+01:00,45086
Gotland,2022-01-20T11:30:00+01:00,7739
Gävleborg,2022-01-20T11:30:00+01:00,52317
Halland,2022-01-20T11:30:00+01:00,71763
Jämtland,2022-01-20T11:30:00+01:00,23863
Jönköping,2022-01-20T11:30:00+01:00,63572
Kalmar,2022-01-20T11:30:00+01:00,37756
Kronoberg,2022-01-20T11:30:00+01:00,33736
Norrbotten,2022-01-20T11:30:00+01:00,36152
Skåne,2022-01-20T11:30:00+01:00,253444
Stockholm,2022-01-20T11:30:00+01:00,447555
Södermanland,2022-01-20T11:30:00+01:00,43880
Uppsala,2022-01-20T11:30:00+01:00,63853
Värmland,2022-01-20T11:30:00+01:00,38430
Västerbotten,2022-01-20T11:30:00+01:00,37672
Västernorrland,2022-01-20T11:30:00+01:00,37627
Västmanland,2022-01-20T11:30:00+01:00,51299
Västra Götaland,2022-01-20T11:30:00+01:00,300232
Örebro,2022-01-20T11:30:00+01:00,55446
Östergötland,2022-01-20T11:30:00+01:00,62814
