Area,Timestamp,Confirmed
Blekinge,2022-02-28T11:30:00+01:00,28890
Dalarna,2022-02-28T11:30:00+01:00,67063
Gotland,2022-02-28T11:30:00+01:00,11165
Gävleborg,2022-02-28T11:30:00+01:00,71871
Halland,2022-02-28T11:30:00+01:00,102561
Jämtland,2022-02-28T11:30:00+01:00,31934
Jönköping,2022-02-28T11:30:00+01:00,84794
Kalmar,2022-02-28T11:30:00+01:00,58307
Kronoberg,2022-02-28T11:30:00+01:00,47937
Norrbotten,2022-02-28T11:30:00+01:00,47236
Skåne,2022-02-28T11:30:00+01:00,332991
Stockholm,2022-02-28T11:30:00+01:00,562322
Södermanland,2022-02-28T11:30:00+01:00,61567
Uppsala,2022-02-28T11:30:00+01:00,87375
Värmland,2022-02-28T11:30:00+01:00,62689
Västerbotten,2022-02-28T11:30:00+01:00,53812
Västernorrland,2022-02-28T11:30:00+01:00,51587
Västmanland,2022-02-28T11:30:00+01:00,73840
Västra Götaland,2022-02-28T11:30:00+01:00,427997
Örebro,2022-02-28T11:30:00+01:00,89557
Östergötland,2022-02-28T11:30:00+01:00,92687
