Area,Timestamp,Confirmed
Blekinge,2022-05-18T11:30:00+02:00,29664
Dalarna,2022-05-18T11:30:00+02:00,69890
Gotland,2022-05-18T11:30:00+02:00,11442
Gävleborg,2022-05-18T11:30:00+02:00,73796
Halland,2022-05-18T11:30:00+02:00,104841
Jämtland,2022-05-18T11:30:00+02:00,32821
Jönköping,2022-05-18T11:30:00+02:00,86408
Kalmar,2022-05-18T11:30:00+02:00,60177
Kronoberg,2022-05-18T11:30:00+02:00,49494
Norrbotten,2022-05-18T11:30:00+02:00,48886
Skåne,2022-05-18T11:30:00+02:00,338117
Stockholm,2022-05-18T11:30:00+02:00,573550
Södermanland,2022-05-18T11:30:00+02:00,63883
Uppsala,2022-05-18T11:30:00+02:00,89719
Värmland,2022-05-18T11:30:00+02:00,65499
Västerbotten,2022-05-18T11:30:00+02:00,56661
Västernorrland,2022-05-18T11:30:00+02:00,53610
Västmanland,2022-05-18T11:30:00+02:00,75823
Västra Götaland,2022-05-18T11:30:00+02:00,434345
Örebro,2022-05-18T11:30:00+02:00,92917
Östergötland,2022-05-18T11:30:00+02:00,95064
