Area,Timestamp,Confirmed
Blekinge,2020-06-15T11:30:00+02:00,379
Dalarna,2020-06-15T11:30:00+02:00,1395
Gotland,2020-06-15T11:30:00+02:00,109
Gävleborg,2020-06-15T11:30:00+02:00,1794
Halland,2020-06-15T11:30:00+02:00,1066
Jämtland,2020-06-15T11:30:00+02:00,884
Jönköping,2020-06-15T11:30:00+02:00,2394
Kalmar,2020-06-15T11:30:00+02:00,479
Kronoberg,2020-06-15T11:30:00+02:00,1004
Norrbotten,2020-06-15T11:30:00+02:00,685
Skåne,2020-06-15T11:30:00+02:00,2300
Stockholm,2020-06-15T11:30:00+02:00,16107
Södermanland,2020-06-15T11:30:00+02:00,1780
Uppsala,2020-06-15T11:30:00+02:00,2483
Värmland,2020-06-15T11:30:00+02:00,757
Västerbotten,2020-06-15T11:30:00+02:00,575
Västernorrland,2020-06-15T11:30:00+02:00,1035
Västmanland,2020-06-15T11:30:00+02:00,1750
Västra Götaland,2020-06-15T11:30:00+02:00,10743
Örebro,2020-06-15T11:30:00+02:00,2107
Östergötland,2020-06-15T11:30:00+02:00,2557
