Area,Timestamp,Confirmed
Blekinge,2021-06-21T11:30:00+02:00,12820
Dalarna,2021-06-21T11:30:00+02:00,26994
Gotland,2021-06-21T11:30:00+02:00,3996
Gävleborg,2021-06-21T11:30:00+02:00,35845
Halland,2021-06-21T11:30:00+02:00,40821
Jämtland,2021-06-21T11:30:00+02:00,12508
Jönköping,2021-06-21T11:30:00+02:00,43421
Kalmar,2021-06-21T11:30:00+02:00,24248
Kronoberg,2021-06-21T11:30:00+02:00,22325
Norrbotten,2021-06-21T11:30:00+02:00,26192
Skåne,2021-06-21T11:30:00+02:00,156076
Stockholm,2021-06-21T11:30:00+02:00,254512
Södermanland,2021-06-21T11:30:00+02:00,25805
Uppsala,2021-06-21T11:30:00+02:00,40419
Värmland,2021-06-21T11:30:00+02:00,19915
Västerbotten,2021-06-21T11:30:00+02:00,23369
Västernorrland,2021-06-21T11:30:00+02:00,26827
Västmanland,2021-06-21T11:30:00+02:00,27579
Västra Götaland,2021-06-21T11:30:00+02:00,189926
Örebro,2021-06-21T11:30:00+02:00,32104
Östergötland,2021-06-21T11:30:00+02:00,42312
