Area,Timestamp,Confirmed
Blekinge,2021-12-07T11:30:00+01:00,14321
Dalarna,2021-12-07T11:30:00+01:00,29753
Gotland,2021-12-07T11:30:00+01:00,4782
Gävleborg,2021-12-07T11:30:00+01:00,39367
Halland,2021-12-07T11:30:00+01:00,45273
Jämtland,2021-12-07T11:30:00+01:00,13578
Jönköping,2021-12-07T11:30:00+01:00,46969
Kalmar,2021-12-07T11:30:00+01:00,27246
Kronoberg,2021-12-07T11:30:00+01:00,24210
Norrbotten,2021-12-07T11:30:00+01:00,28941
Skåne,2021-12-07T11:30:00+01:00,174590
Stockholm,2021-12-07T11:30:00+01:00,293486
Södermanland,2021-12-07T11:30:00+01:00,28827
Uppsala,2021-12-07T11:30:00+01:00,45045
Värmland,2021-12-07T11:30:00+01:00,22902
Västerbotten,2021-12-07T11:30:00+01:00,27380
Västernorrland,2021-12-07T11:30:00+01:00,28792
Västmanland,2021-12-07T11:30:00+01:00,33999
Västra Götaland,2021-12-07T11:30:00+01:00,210618
Örebro,2021-12-07T11:30:00+01:00,36750
Östergötland,2021-12-07T11:30:00+01:00,46063
