Area,Timestamp,Confirmed
Blekinge,2020-11-23T11:30:00+01:00,1763
Dalarna,2020-11-23T11:30:00+01:00,5595
Gotland,2020-11-23T11:30:00+01:00,1082
Gävleborg,2020-11-23T11:30:00+01:00,6235
Halland,2020-11-23T11:30:00+01:00,5866
Jämtland,2020-11-23T11:30:00+01:00,2562
Jönköping,2020-11-23T11:30:00+01:00,10793
Kalmar,2020-11-23T11:30:00+01:00,2557
Kronoberg,2020-11-23T11:30:00+01:00,4734
Norrbotten,2020-11-23T11:30:00+01:00,4372
Skåne,2020-11-23T11:30:00+01:00,23233
Stockholm,2020-11-23T11:30:00+01:00,65736
Södermanland,2020-11-23T11:30:00+01:00,5410
Uppsala,2020-11-23T11:30:00+01:00,10180
Värmland,2020-11-23T11:30:00+01:00,3020
Västerbotten,2020-11-23T11:30:00+01:00,3611
Västernorrland,2020-11-23T11:30:00+01:00,4311
Västmanland,2020-11-23T11:30:00+01:00,7478
Västra Götaland,2020-11-23T11:30:00+01:00,39278
Örebro,2020-11-23T11:30:00+01:00,9039
Östergötland,2020-11-23T11:30:00+01:00,8705
