Area,Timestamp,Confirmed
Blekinge,2022-03-03T11:30:00+01:00,29019
Dalarna,2022-03-03T11:30:00+01:00,67499
Gotland,2022-03-03T11:30:00+01:00,11229
Gävleborg,2022-03-03T11:30:00+01:00,72243
Halland,2022-03-03T11:30:00+01:00,102826
Jämtland,2022-03-03T11:30:00+01:00,32099
Jönköping,2022-03-03T11:30:00+01:00,85009
Kalmar,2022-03-03T11:30:00+01:00,58641
Kronoberg,2022-03-03T11:30:00+01:00,48191
Norrbotten,2022-03-03T11:30:00+01:00,47448
Skåne,2022-03-03T11:30:00+01:00,333695
Stockholm,2022-03-03T11:30:00+01:00,563314
Södermanland,2022-03-03T11:30:00+01:00,61817
Uppsala,2022-03-03T11:30:00+01:00,87650
Värmland,2022-03-03T11:30:00+01:00,63013
Västerbotten,2022-03-03T11:30:00+01:00,54429
Västernorrland,2022-03-03T11:30:00+01:00,51871
Västmanland,2022-03-03T11:30:00+01:00,74143
Västra Götaland,2022-03-03T11:30:00+01:00,428755
Örebro,2022-03-03T11:30:00+01:00,90054
Östergötland,2022-03-03T11:30:00+01:00,93021
