Area,Timestamp,Confirmed
Blekinge,2020-10-05T11:30:00+02:00,782
Dalarna,2020-10-05T11:30:00+02:00,2637
Gotland,2020-10-05T11:30:00+02:00,347
Gävleborg,2020-10-05T11:30:00+02:00,3450
Halland,2020-10-05T11:30:00+02:00,2688
Jämtland,2020-10-05T11:30:00+02:00,1333
Jönköping,2020-10-05T11:30:00+02:00,5478
Kalmar,2020-10-05T11:30:00+02:00,937
Kronoberg,2020-10-05T11:30:00+02:00,1780
Norrbotten,2020-10-05T11:30:00+02:00,1806
Skåne,2020-10-05T11:30:00+02:00,6217
Stockholm,2020-10-05T11:30:00+02:00,26306
Södermanland,2020-10-05T11:30:00+02:00,2548
Uppsala,2020-10-05T11:30:00+02:00,4313
Värmland,2020-10-05T11:30:00+02:00,1325
Västerbotten,2020-10-05T11:30:00+02:00,1083
Västernorrland,2020-10-05T11:30:00+02:00,1949
Västmanland,2020-10-05T11:30:00+02:00,3210
Västra Götaland,2020-10-05T11:30:00+02:00,20596
Örebro,2020-10-05T11:30:00+02:00,3139
Östergötland,2020-10-05T11:30:00+02:00,4221
