Area,Timestamp,Confirmed
Blekinge,2020-06-10T11:30:00+02:00,311
Dalarna,2020-06-10T11:30:00+02:00,1345
Gotland,2020-06-10T11:30:00+02:00,97
Gävleborg,2020-06-10T11:30:00+02:00,1587
Halland,2020-06-10T11:30:00+02:00,963
Jämtland,2020-06-10T11:30:00+02:00,839
Jönköping,2020-06-10T11:30:00+02:00,1857
Kalmar,2020-06-10T11:30:00+02:00,440
Kronoberg,2020-06-10T11:30:00+02:00,950
Norrbotten,2020-06-10T11:30:00+02:00,537
Skåne,2020-06-10T11:30:00+02:00,2088
Stockholm,2020-06-10T11:30:00+02:00,15173
Södermanland,2020-06-10T11:30:00+02:00,1675
Uppsala,2020-06-10T11:30:00+02:00,2302
Värmland,2020-06-10T11:30:00+02:00,678
Västerbotten,2020-06-10T11:30:00+02:00,548
Västernorrland,2020-06-10T11:30:00+02:00,929
Västmanland,2020-06-10T11:30:00+02:00,1547
Västra Götaland,2020-06-10T11:30:00+02:00,8608
Örebro,2020-06-10T11:30:00+02:00,2016
Östergötland,2020-06-10T11:30:00+02:00,2324
