Area,Timestamp,Confirmed
Blekinge,2020-07-15T11:30:00+02:00,475
Dalarna,2020-07-15T11:30:00+02:00,1884
Gotland,2020-07-15T11:30:00+02:00,189
Gävleborg,2020-07-15T11:30:00+02:00,2989
Halland,2020-07-15T11:30:00+02:00,1657
Jämtland,2020-07-15T11:30:00+02:00,1093
Jönköping,2020-07-15T11:30:00+02:00,4505
Kalmar,2020-07-15T11:30:00+02:00,734
Kronoberg,2020-07-15T11:30:00+02:00,1098
Norrbotten,2020-07-15T11:30:00+02:00,1507
Skåne,2020-07-15T11:30:00+02:00,3330
Stockholm,2020-07-15T11:30:00+02:00,22382
Södermanland,2020-07-15T11:30:00+02:00,2336
Uppsala,2020-07-15T11:30:00+02:00,3472
Värmland,2020-07-15T11:30:00+02:00,1003
Västerbotten,2020-07-15T11:30:00+02:00,784
Västernorrland,2020-07-15T11:30:00+02:00,1628
Västmanland,2020-07-15T11:30:00+02:00,2537
Västra Götaland,2020-07-15T11:30:00+02:00,16983
Örebro,2020-07-15T11:30:00+02:00,2480
Östergötland,2020-07-15T11:30:00+02:00,3426
