Area,Timestamp,Confirmed
Blekinge,2021-10-11T11:30:00+02:00,13424
Dalarna,2021-10-11T11:30:00+02:00,28567
Gotland,2021-10-11T11:30:00+02:00,4569
Gävleborg,2021-10-11T11:30:00+02:00,37230
Halland,2021-10-11T11:30:00+02:00,43157
Jämtland,2021-10-11T11:30:00+02:00,13151
Jönköping,2021-10-11T11:30:00+02:00,45509
Kalmar,2021-10-11T11:30:00+02:00,25395
Kronoberg,2021-10-11T11:30:00+02:00,23505
Norrbotten,2021-10-11T11:30:00+02:00,27676
Skåne,2021-10-11T11:30:00+02:00,165079
Stockholm,2021-10-11T11:30:00+02:00,276573
Södermanland,2021-10-11T11:30:00+02:00,27238
Uppsala,2021-10-11T11:30:00+02:00,42501
Värmland,2021-10-11T11:30:00+02:00,21481
Västerbotten,2021-10-11T11:30:00+02:00,25822
Västernorrland,2021-10-11T11:30:00+02:00,27575
Västmanland,2021-10-11T11:30:00+02:00,29892
Västra Götaland,2021-10-11T11:30:00+02:00,202507
Örebro,2021-10-11T11:30:00+02:00,34119
Östergötland,2021-10-11T11:30:00+02:00,44590
