Area,Timestamp,Confirmed
Blekinge,2020-07-30T11:30:00+02:00,488
Dalarna,2020-07-30T11:30:00+02:00,1951
Gotland,2020-07-30T11:30:00+02:00,238
Gävleborg,2020-07-30T11:30:00+02:00,3134
Halland,2020-07-30T11:30:00+02:00,1758
Jämtland,2020-07-30T11:30:00+02:00,1134
Jönköping,2020-07-30T11:30:00+02:00,4671
Kalmar,2020-07-30T11:30:00+02:00,772
Kronoberg,2020-07-30T11:30:00+02:00,1150
Norrbotten,2020-07-30T11:30:00+02:00,1592
Skåne,2020-07-30T11:30:00+02:00,3653
Stockholm,2020-07-30T11:30:00+02:00,23239
Södermanland,2020-07-30T11:30:00+02:00,2393
Uppsala,2020-07-30T11:30:00+02:00,3551
Värmland,2020-07-30T11:30:00+02:00,1026
Västerbotten,2020-07-30T11:30:00+02:00,901
Västernorrland,2020-07-30T11:30:00+02:00,1764
Västmanland,2020-07-30T11:30:00+02:00,2623
Västra Götaland,2020-07-30T11:30:00+02:00,18065
Örebro,2020-07-30T11:30:00+02:00,2491
Östergötland,2020-07-30T11:30:00+02:00,3506
