Area,Timestamp,Confirmed
Blekinge,2020-06-03T11:30:00+02:00,254
Dalarna,2020-06-03T11:30:00+02:00,1264
Gotland,2020-06-03T11:30:00+02:00,87
Gävleborg,2020-06-03T11:30:00+02:00,1382
Halland,2020-06-03T11:30:00+02:00,843
Jämtland,2020-06-03T11:30:00+02:00,753
Jönköping,2020-06-03T11:30:00+02:00,1642
Kalmar,2020-06-03T11:30:00+02:00,376
Kronoberg,2020-06-03T11:30:00+02:00,886
Norrbotten,2020-06-03T11:30:00+02:00,461
Skåne,2020-06-03T11:30:00+02:00,1880
Stockholm,2020-06-03T11:30:00+02:00,14090
Södermanland,2020-06-03T11:30:00+02:00,1642
Uppsala,2020-06-03T11:30:00+02:00,2078
Värmland,2020-06-03T11:30:00+02:00,574
Västerbotten,2020-06-03T11:30:00+02:00,513
Västernorrland,2020-06-03T11:30:00+02:00,804
Västmanland,2020-06-03T11:30:00+02:00,1384
Västra Götaland,2020-06-03T11:30:00+02:00,6784
Örebro,2020-06-03T11:30:00+02:00,1888
Östergötland,2020-06-03T11:30:00+02:00,2130
