Area,Timestamp,Confirmed
Blekinge,2020-04-25T11:30:00+02:00,63
Dalarna,2020-04-25T11:30:00+02:00,640
Gotland,2020-04-25T11:30:00+02:00,25
Gävleborg,2020-04-25T11:30:00+02:00,491
Halland,2020-04-25T11:30:00+02:00,300
Jämtland,2020-04-25T11:30:00+02:00,264
Jönköping,2020-04-25T11:30:00+02:00,661
Kalmar,2020-04-25T11:30:00+02:00,139
Kronoberg,2020-04-25T11:30:00+02:00,238
Norrbotten,2020-04-25T11:30:00+02:00,231
Skåne,2020-04-25T11:30:00+02:00,644
Stockholm,2020-04-25T11:30:00+02:00,7148
Södermanland,2020-04-25T11:30:00+02:00,1081
Uppsala,2020-04-25T11:30:00+02:00,862
Värmland,2020-04-25T11:30:00+02:00,130
Västerbotten,2020-04-25T11:30:00+02:00,282
Västernorrland,2020-04-25T11:30:00+02:00,190
Västmanland,2020-04-25T11:30:00+02:00,660
Västra Götaland,2020-04-25T11:30:00+02:00,1965
Örebro,2020-04-25T11:30:00+02:00,838
Östergötland,2020-04-25T11:30:00+02:00,1325
