Area,Timestamp,Confirmed
Blekinge,2020-09-28T11:30:00+02:00,710
Dalarna,2020-09-28T11:30:00+02:00,2539
Gotland,2020-09-28T11:30:00+02:00,330
Gävleborg,2020-09-28T11:30:00+02:00,3377
Halland,2020-09-28T11:30:00+02:00,2551
Jämtland,2020-09-28T11:30:00+02:00,1265
Jönköping,2020-09-28T11:30:00+02:00,5362
Kalmar,2020-09-28T11:30:00+02:00,924
Kronoberg,2020-09-28T11:30:00+02:00,1704
Norrbotten,2020-09-28T11:30:00+02:00,1733
Skåne,2020-09-28T11:30:00+02:00,5793
Stockholm,2020-09-28T11:30:00+02:00,25046
Södermanland,2020-09-28T11:30:00+02:00,2511
Uppsala,2020-09-28T11:30:00+02:00,4064
Värmland,2020-09-28T11:30:00+02:00,1274
Västerbotten,2020-09-28T11:30:00+02:00,1029
Västernorrland,2020-09-28T11:30:00+02:00,1919
Västmanland,2020-09-28T11:30:00+02:00,3093
Västra Götaland,2020-09-28T11:30:00+02:00,20202
Örebro,2020-09-28T11:30:00+02:00,2969
Östergötland,2020-09-28T11:30:00+02:00,4071
