Area,Timestamp,Confirmed
Blekinge,2021-06-03T11:30:00+02:00,12635
Dalarna,2021-06-03T11:30:00+02:00,26760
Gotland,2021-06-03T11:30:00+02:00,3964
Gävleborg,2021-06-03T11:30:00+02:00,35695
Halland,2021-06-03T11:30:00+02:00,40521
Jämtland,2021-06-03T11:30:00+02:00,12445
Jönköping,2021-06-03T11:30:00+02:00,42948
Kalmar,2021-06-03T11:30:00+02:00,24000
Kronoberg,2021-06-03T11:30:00+02:00,21938
Norrbotten,2021-06-03T11:30:00+02:00,25043
Skåne,2021-06-03T11:30:00+02:00,154791
Stockholm,2021-06-03T11:30:00+02:00,252972
Södermanland,2021-06-03T11:30:00+02:00,25649
Uppsala,2021-06-03T11:30:00+02:00,40142
Värmland,2021-06-03T11:30:00+02:00,18864
Västerbotten,2021-06-03T11:30:00+02:00,23146
Västernorrland,2021-06-03T11:30:00+02:00,26678
Västmanland,2021-06-03T11:30:00+02:00,27319
Västra Götaland,2021-06-03T11:30:00+02:00,188652
Örebro,2021-06-03T11:30:00+02:00,31890
Östergötland,2021-06-03T11:30:00+02:00,42010
