Area,Timestamp,Confirmed
Blekinge,2020-06-02T11:30:00+02:00,218
Dalarna,2020-06-02T11:30:00+02:00,1227
Gotland,2020-06-02T11:30:00+02:00,84
Gävleborg,2020-06-02T11:30:00+02:00,1313
Halland,2020-06-02T11:30:00+02:00,803
Jämtland,2020-06-02T11:30:00+02:00,742
Jönköping,2020-06-02T11:30:00+02:00,1572
Kalmar,2020-06-02T11:30:00+02:00,362
Kronoberg,2020-06-02T11:30:00+02:00,855
Norrbotten,2020-06-02T11:30:00+02:00,437
Skåne,2020-06-02T11:30:00+02:00,1793
Stockholm,2020-06-02T11:30:00+02:00,12333
Södermanland,2020-06-02T11:30:00+02:00,1639
Uppsala,2020-06-02T11:30:00+02:00,1968
Värmland,2020-06-02T11:30:00+02:00,549
Västerbotten,2020-06-02T11:30:00+02:00,500
Västernorrland,2020-06-02T11:30:00+02:00,758
Västmanland,2020-06-02T11:30:00+02:00,1332
Västra Götaland,2020-06-02T11:30:00+02:00,6184
Örebro,2020-06-02T11:30:00+02:00,1853
Östergötland,2020-06-02T11:30:00+02:00,2067
