Area,Timestamp,Confirmed
Blekinge,2020-12-21T11:30:00+01:00,3729
Dalarna,2020-12-21T11:30:00+01:00,9301
Gotland,2020-12-21T11:30:00+01:00,2057
Gävleborg,2020-12-21T11:30:00+01:00,12907
Halland,2020-12-21T11:30:00+01:00,10180
Jämtland,2020-12-21T11:30:00+01:00,3975
Jönköping,2020-12-21T11:30:00+01:00,15577
Kalmar,2020-12-21T11:30:00+01:00,5409
Kronoberg,2020-12-21T11:30:00+01:00,7564
Norrbotten,2020-12-21T11:30:00+01:00,7123
Skåne,2020-12-21T11:30:00+01:00,56017
Stockholm,2020-12-21T11:30:00+01:00,108953
Södermanland,2020-12-21T11:30:00+01:00,8084
Uppsala,2020-12-21T11:30:00+01:00,16178
Värmland,2020-12-21T11:30:00+01:00,5318
Västerbotten,2020-12-21T11:30:00+01:00,7287
Västernorrland,2020-12-21T11:30:00+01:00,9057
Västmanland,2020-12-21T11:30:00+01:00,12458
Västra Götaland,2020-12-21T11:30:00+01:00,63614
Örebro,2020-12-21T11:30:00+01:00,12328
Östergötland,2020-12-21T11:30:00+01:00,12323
