Area,Timestamp,Confirmed
Blekinge,2021-04-28T11:30:00+02:00,11229
Dalarna,2021-04-28T11:30:00+02:00,23698
Gotland,2021-04-28T11:30:00+02:00,3604
Gävleborg,2021-04-28T11:30:00+02:00,32946
Halland,2021-04-28T11:30:00+02:00,37799
Jämtland,2021-04-28T11:30:00+02:00,10809
Jönköping,2021-04-28T11:30:00+02:00,39005
Kalmar,2021-04-28T11:30:00+02:00,20455
Kronoberg,2021-04-28T11:30:00+02:00,18655
Norrbotten,2021-04-28T11:30:00+02:00,20573
Skåne,2021-04-28T11:30:00+02:00,140255
Stockholm,2021-04-28T11:30:00+02:00,229589
Södermanland,2021-04-28T11:30:00+02:00,22665
Uppsala,2021-04-28T11:30:00+02:00,36327
Värmland,2021-04-28T11:30:00+02:00,16556
Västerbotten,2021-04-28T11:30:00+02:00,20798
Västernorrland,2021-04-28T11:30:00+02:00,23561
Västmanland,2021-04-28T11:30:00+02:00,24558
Västra Götaland,2021-04-28T11:30:00+02:00,170402
Örebro,2021-04-28T11:30:00+02:00,28223
Östergötland,2021-04-28T11:30:00+02:00,35971
