Area,Timestamp,Confirmed
Blekinge,2021-07-12T11:30:00+02:00,12875
Dalarna,2021-07-12T11:30:00+02:00,27085
Gotland,2021-07-12T11:30:00+02:00,4022
Gävleborg,2021-07-12T11:30:00+02:00,35937
Halland,2021-07-12T11:30:00+02:00,41014
Jämtland,2021-07-12T11:30:00+02:00,12554
Jönköping,2021-07-12T11:30:00+02:00,43657
Kalmar,2021-07-12T11:30:00+02:00,24336
Kronoberg,2021-07-12T11:30:00+02:00,22452
Norrbotten,2021-07-12T11:30:00+02:00,26683
Skåne,2021-07-12T11:30:00+02:00,156650
Stockholm,2021-07-12T11:30:00+02:00,255688
Södermanland,2021-07-12T11:30:00+02:00,25917
Uppsala,2021-07-12T11:30:00+02:00,40567
Värmland,2021-07-12T11:30:00+02:00,20321
Västerbotten,2021-07-12T11:30:00+02:00,23484
Västernorrland,2021-07-12T11:30:00+02:00,26895
Västmanland,2021-07-12T11:30:00+02:00,27659
Västra Götaland,2021-07-12T11:30:00+02:00,190705
Örebro,2021-07-12T11:30:00+02:00,32227
Östergötland,2021-07-12T11:30:00+02:00,42481
