Area,Timestamp,Confirmed
Blekinge,2020-04-08T11:30:00+02:00,37
Dalarna,2020-04-08T11:30:00+02:00,237
Gotland,2020-04-08T11:30:00+02:00,14
Gävleborg,2020-04-08T11:30:00+02:00,209
Halland,2020-04-08T11:30:00+02:00,154
Jämtland,2020-04-08T11:30:00+02:00,97
Jönköping,2020-04-08T11:30:00+02:00,270
Kalmar,2020-04-08T11:30:00+02:00,61
Kronoberg,2020-04-08T11:30:00+02:00,61
Norrbotten,2020-04-08T11:30:00+02:00,107
Skåne,2020-04-08T11:30:00+02:00,381
Stockholm,2020-04-08T11:30:00+02:00,3577
Södermanland,2020-04-08T11:30:00+02:00,539
Uppsala,2020-04-08T11:30:00+02:00,378
Värmland,2020-04-08T11:30:00+02:00,65
Västerbotten,2020-04-08T11:30:00+02:00,142
Västernorrland,2020-04-08T11:30:00+02:00,83
Västmanland,2020-04-08T11:30:00+02:00,236
Västra Götaland,2020-04-08T11:30:00+02:00,730
Örebro,2020-04-08T11:30:00+02:00,230
Östergötland,2020-04-08T11:30:00+02:00,811
