Area,Timestamp,Confirmed
Blekinge,2021-03-04T11:30:00+01:00,8094
Dalarna,2021-03-04T11:30:00+01:00,15275
Gotland,2021-03-04T11:30:00+01:00,2743
Gävleborg,2021-03-04T11:30:00+01:00,22825
Halland,2021-03-04T11:30:00+01:00,25057
Jämtland,2021-03-04T11:30:00+01:00,7159
Jönköping,2021-03-04T11:30:00+01:00,27590
Kalmar,2021-03-04T11:30:00+01:00,11883
Kronoberg,2021-03-04T11:30:00+01:00,14238
Norrbotten,2021-03-04T11:30:00+01:00,13469
Skåne,2021-03-04T11:30:00+01:00,113074
Stockholm,2021-03-04T11:30:00+01:00,161799
Södermanland,2021-03-04T11:30:00+01:00,13868
Uppsala,2021-03-04T11:30:00+01:00,24902
Värmland,2021-03-04T11:30:00+01:00,9605
Västerbotten,2021-03-04T11:30:00+01:00,15458
Västernorrland,2021-03-04T11:30:00+01:00,15242
Västmanland,2021-03-04T11:30:00+01:00,18616
Västra Götaland,2021-03-04T11:30:00+01:00,121692
Örebro,2021-03-04T11:30:00+01:00,18584
Östergötland,2021-03-04T11:30:00+01:00,23788
