Area,Timestamp,Confirmed
Blekinge,2020-03-10T11:30:00+01:00,1
Dalarna,2020-03-10T11:30:00+01:00,0
Gotland,2020-03-10T11:30:00+01:00,0
Gävleborg,2020-03-10T11:30:00+01:00,2
Halland,2020-03-10T11:30:00+01:00,6
Jämtland,2020-03-10T11:30:00+01:00,0
Jönköping,2020-03-10T11:30:00+01:00,10
Kalmar,2020-03-10T11:30:00+01:00,1
Kronoberg,2020-03-10T11:30:00+01:00,1
Norrbotten,2020-03-10T11:30:00+01:00,1
Skåne,2020-03-10T11:30:00+01:00,59
Stockholm,2020-03-10T11:30:00+01:00,234
Södermanland,2020-03-10T11:30:00+01:00,1
Uppsala,2020-03-10T11:30:00+01:00,11
Värmland,2020-03-10T11:30:00+01:00,21
Västerbotten,2020-03-10T11:30:00+01:00,8
Västernorrland,2020-03-10T11:30:00+01:00,6
Västmanland,2020-03-10T11:30:00+01:00,0
Västra Götaland,2020-03-10T11:30:00+01:00,58
Örebro,2020-03-10T11:30:00+01:00,4
Östergötland,2020-03-10T11:30:00+01:00,0
