Area,Timestamp,Confirmed
Blekinge,2021-10-21T11:30:00+02:00,13483
Dalarna,2021-10-21T11:30:00+02:00,28725
Gotland,2021-10-21T11:30:00+02:00,4575
Gävleborg,2021-10-21T11:30:00+02:00,37398
Halland,2021-10-21T11:30:00+02:00,43269
Jämtland,2021-10-21T11:30:00+02:00,13198
Jönköping,2021-10-21T11:30:00+02:00,45691
Kalmar,2021-10-21T11:30:00+02:00,25561
Kronoberg,2021-10-21T11:30:00+02:00,23658
Norrbotten,2021-10-21T11:30:00+02:00,27955
Skåne,2021-10-21T11:30:00+02:00,165787
Stockholm,2021-10-21T11:30:00+02:00,278342
Södermanland,2021-10-21T11:30:00+02:00,27527
Uppsala,2021-10-21T11:30:00+02:00,42711
Värmland,2021-10-21T11:30:00+02:00,21540
Västerbotten,2021-10-21T11:30:00+02:00,26094
Västernorrland,2021-10-21T11:30:00+02:00,27695
Västmanland,2021-10-21T11:30:00+02:00,30280
Västra Götaland,2021-10-21T11:30:00+02:00,203366
Örebro,2021-10-21T11:30:00+02:00,34336
Östergötland,2021-10-21T11:30:00+02:00,44805
