Area,Timestamp,Confirmed
Blekinge,2020-07-16T11:30:00+02:00,476
Dalarna,2020-07-16T11:30:00+02:00,1888
Gotland,2020-07-16T11:30:00+02:00,189
Gävleborg,2020-07-16T11:30:00+02:00,3011
Halland,2020-07-16T11:30:00+02:00,1665
Jämtland,2020-07-16T11:30:00+02:00,1097
Jönköping,2020-07-16T11:30:00+02:00,4535
Kalmar,2020-07-16T11:30:00+02:00,740
Kronoberg,2020-07-16T11:30:00+02:00,1102
Norrbotten,2020-07-16T11:30:00+02:00,1515
Skåne,2020-07-16T11:30:00+02:00,3357
Stockholm,2020-07-16T11:30:00+02:00,22467
Södermanland,2020-07-16T11:30:00+02:00,2340
Uppsala,2020-07-16T11:30:00+02:00,3490
Värmland,2020-07-16T11:30:00+02:00,1006
Västerbotten,2020-07-16T11:30:00+02:00,805
Västernorrland,2020-07-16T11:30:00+02:00,1636
Västmanland,2020-07-16T11:30:00+02:00,2547
Västra Götaland,2020-07-16T11:30:00+02:00,17126
Örebro,2020-07-16T11:30:00+02:00,2447
Östergötland,2020-07-16T11:30:00+02:00,3438
