Area,Timestamp,Confirmed
Blekinge,2022-12-28T11:30:00+01:00,31930
Dalarna,2022-12-28T11:30:00+01:00,78372
Gotland,2022-12-28T11:30:00+01:00,12229
Gävleborg,2022-12-28T11:30:00+01:00,75628
Halland,2022-12-28T11:30:00+01:00,111719
Jämtland,2022-12-28T11:30:00+01:00,35072
Jönköping,2022-12-28T11:30:00+01:00,91711
Kalmar,2022-12-28T11:30:00+01:00,64840
Kronoberg,2022-12-28T11:30:00+01:00,53267
Norrbotten,2022-12-28T11:30:00+01:00,51763
Skåne,2022-12-28T11:30:00+01:00,354436
Stockholm,2022-12-28T11:30:00+01:00,616293
Södermanland,2022-12-28T11:30:00+01:00,70982
Uppsala,2022-12-28T11:30:00+01:00,96843
Värmland,2022-12-28T11:30:00+01:00,72032
Västerbotten,2022-12-28T11:30:00+01:00,62058
Västernorrland,2022-12-28T11:30:00+01:00,58120
Västmanland,2022-12-28T11:30:00+01:00,80492
Västra Götaland,2022-12-28T11:30:00+01:00,452864
Örebro,2022-12-28T11:30:00+01:00,103118
Östergötland,2022-12-28T11:30:00+01:00,101093
