Area,Timestamp,Confirmed
Blekinge,2020-12-16T11:30:00+01:00,3391
Dalarna,2020-12-16T11:30:00+01:00,8713
Gotland,2020-12-16T11:30:00+01:00,1931
Gävleborg,2020-12-16T11:30:00+01:00,10588
Halland,2020-12-16T11:30:00+01:00,9350
Jämtland,2020-12-16T11:30:00+01:00,3786
Jönköping,2020-12-16T11:30:00+01:00,14759
Kalmar,2020-12-16T11:30:00+01:00,4853
Kronoberg,2020-12-16T11:30:00+01:00,7004
Norrbotten,2020-12-16T11:30:00+01:00,6791
Skåne,2020-12-16T11:30:00+01:00,48766
Stockholm,2020-12-16T11:30:00+01:00,103105
Södermanland,2020-12-16T11:30:00+01:00,7583
Uppsala,2020-12-16T11:30:00+01:00,15142
Värmland,2020-12-16T11:30:00+01:00,4893
Västerbotten,2020-12-16T11:30:00+01:00,6751
Västernorrland,2020-12-16T11:30:00+01:00,8275
Västmanland,2020-12-16T11:30:00+01:00,11837
Västra Götaland,2020-12-16T11:30:00+01:00,56682
Örebro,2020-12-16T11:30:00+01:00,11762
Östergötland,2020-12-16T11:30:00+01:00,11504
