Area,Timestamp,Confirmed
Blekinge,2021-08-02T11:30:00+02:00,12915
Dalarna,2021-08-02T11:30:00+02:00,27167
Gotland,2021-08-02T11:30:00+02:00,4191
Gävleborg,2021-08-02T11:30:00+02:00,36072
Halland,2021-08-02T11:30:00+02:00,41389
Jämtland,2021-08-02T11:30:00+02:00,12617
Jönköping,2021-08-02T11:30:00+02:00,43806
Kalmar,2021-08-02T11:30:00+02:00,24447
Kronoberg,2021-08-02T11:30:00+02:00,22577
Norrbotten,2021-08-02T11:30:00+02:00,26873
Skåne,2021-08-02T11:30:00+02:00,157889
Stockholm,2021-08-02T11:30:00+02:00,259010
Södermanland,2021-08-02T11:30:00+02:00,26081
Uppsala,2021-08-02T11:30:00+02:00,40786
Värmland,2021-08-02T11:30:00+02:00,20518
Västerbotten,2021-08-02T11:30:00+02:00,23615
Västernorrland,2021-08-02T11:30:00+02:00,26990
Västmanland,2021-08-02T11:30:00+02:00,27794
Västra Götaland,2021-08-02T11:30:00+02:00,192076
Örebro,2021-08-02T11:30:00+02:00,32367
Östergötland,2021-08-02T11:30:00+02:00,42720
