Area,Timestamp,Confirmed
Blekinge,2021-10-20T11:30:00+02:00,13469
Dalarna,2021-10-20T11:30:00+02:00,28707
Gotland,2021-10-20T11:30:00+02:00,4573
Gävleborg,2021-10-20T11:30:00+02:00,37381
Halland,2021-10-20T11:30:00+02:00,43261
Jämtland,2021-10-20T11:30:00+02:00,13189
Jönköping,2021-10-20T11:30:00+02:00,45668
Kalmar,2021-10-20T11:30:00+02:00,25540
Kronoberg,2021-10-20T11:30:00+02:00,23644
Norrbotten,2021-10-20T11:30:00+02:00,27921
Skåne,2021-10-20T11:30:00+02:00,165708
Stockholm,2021-10-20T11:30:00+02:00,278099
Södermanland,2021-10-20T11:30:00+02:00,27508
Uppsala,2021-10-20T11:30:00+02:00,42691
Värmland,2021-10-20T11:30:00+02:00,21528
Västerbotten,2021-10-20T11:30:00+02:00,26071
Västernorrland,2021-10-20T11:30:00+02:00,27683
Västmanland,2021-10-20T11:30:00+02:00,30232
Västra Götaland,2021-10-20T11:30:00+02:00,203229
Örebro,2021-10-20T11:30:00+02:00,34315
Östergötland,2021-10-20T11:30:00+02:00,44777
